,date,name,scaled,week,year,scaled_day_0,scaled_day_1,scaled_day_2,scaled_day_3,scaled_day_4,scaled_day_5,scaled_day_6,scaled_day_7,scaled_day_8,scaled_day_9,scaled_day_10,scaled_day_11,scaled_day_12,scaled_day_13
98,2015-01-17,nike,59.52,3,2015,59.52,50.56,50.56,50.56,55.04,50.56,62.08,65.0,52.0,52.65,53.3,52.0,50.7,56.55
104,2015-01-18,nike,57.6,3,2015,57.6,59.52,50.56,50.56,50.56,55.04,50.56,62.08,65.0,52.0,52.65,53.3,52.0,50.7
110,2015-01-19,nike,53.12000000000001,4,2015,53.12000000000001,57.6,59.52,50.56,50.56,50.56,55.04,50.56,62.08,65.0,52.0,52.65,53.3,52.0
116,2015-01-20,nike,50.56,4,2015,50.56,53.12000000000001,57.6,59.52,50.56,50.56,50.56,55.04,50.56,62.08,65.0,52.0,52.65,53.3
122,2015-01-21,nike,49.28,4,2015,49.28,50.56,53.12000000000001,57.6,59.52,50.56,50.56,50.56,55.04,50.56,62.08,65.0,52.0,52.65
128,2015-01-22,nike,49.92,4,2015,49.92,49.28,50.56,53.12000000000001,57.6,59.52,50.56,50.56,50.56,55.04,50.56,62.08,65.0,52.0
134,2015-01-23,nike,51.2,4,2015,51.2,49.92,49.28,50.56,53.12000000000001,57.6,59.52,50.56,50.56,50.56,55.04,50.56,62.08,65.0
140,2015-01-24,nike,58.88,4,2015,58.88,51.2,49.92,49.28,50.56,53.12000000000001,57.6,59.52,50.56,50.56,50.56,55.04,50.56,62.08
146,2015-01-25,nike,63.36,4,2015,63.36,58.88,51.2,49.92,49.28,50.56,53.12000000000001,57.6,59.52,50.56,50.56,50.56,55.04,50.56
152,2015-01-26,nike,51.2,5,2015,51.2,63.36,58.88,51.2,49.92,49.28,50.56,53.12000000000001,57.6,59.52,50.56,50.56,50.56,55.04
158,2015-01-27,nike,49.92,5,2015,49.92,51.2,63.36,58.88,51.2,49.92,49.28,50.56,53.12000000000001,57.6,59.52,50.56,50.56,50.56
164,2015-01-28,nike,50.56,5,2015,50.56,49.92,51.2,63.36,58.88,51.2,49.92,49.28,50.56,53.12000000000001,57.6,59.52,50.56,50.56
170,2015-01-29,nike,53.12000000000001,5,2015,53.12000000000001,50.56,49.92,51.2,63.36,58.88,51.2,49.92,49.28,50.56,53.12000000000001,57.6,59.52,50.56
176,2015-01-30,nike,50.56,5,2015,50.56,53.12000000000001,50.56,49.92,51.2,63.36,58.88,51.2,49.92,49.28,50.56,53.12000000000001,57.6,59.52
182,2015-01-31,nike,61.44,5,2015,61.44,50.56,53.12000000000001,50.56,49.92,51.2,63.36,58.88,51.2,49.92,49.28,50.56,53.12000000000001,57.6
188,2015-02-01,nike,54.12000000000001,5,2015,54.12000000000001,61.44,50.56,53.12000000000001,50.56,49.92,51.2,63.36,58.88,51.2,49.92,49.28,50.56,53.12000000000001
194,2015-02-02,nike,45.54,6,2015,45.54,54.12000000000001,61.44,50.56,53.12000000000001,50.56,49.92,51.2,63.36,58.88,51.2,49.92,49.28,50.56
200,2015-02-03,nike,47.52,6,2015,47.52,45.54,54.12000000000001,61.44,50.56,53.12000000000001,50.56,49.92,51.2,63.36,58.88,51.2,49.92,49.28
206,2015-02-04,nike,49.5,6,2015,49.5,47.52,45.54,54.12000000000001,61.44,50.56,53.12000000000001,50.56,49.92,51.2,63.36,58.88,51.2,49.92
212,2015-02-05,nike,52.14,6,2015,52.14,49.5,47.52,45.54,54.12000000000001,61.44,50.56,53.12000000000001,50.56,49.92,51.2,63.36,58.88,51.2
218,2015-02-06,nike,52.14,6,2015,52.14,52.14,49.5,47.52,45.54,54.12000000000001,61.44,50.56,53.12000000000001,50.56,49.92,51.2,63.36,58.88
224,2015-02-07,nike,57.42,6,2015,57.42,52.14,52.14,49.5,47.52,45.54,54.12000000000001,61.44,50.56,53.12000000000001,50.56,49.92,51.2,63.36
230,2015-02-08,nike,67.45,6,2015,67.45,57.42,52.14,52.14,49.5,47.52,45.54,54.12000000000001,61.44,50.56,53.12000000000001,50.56,49.92,51.2
236,2015-02-09,nike,55.38,7,2015,55.38,67.45,57.42,52.14,52.14,49.5,47.52,45.54,54.12000000000001,61.44,50.56,53.12000000000001,50.56,49.92
242,2015-02-10,nike,54.67,7,2015,54.67,55.38,67.45,57.42,52.14,52.14,49.5,47.52,45.54,54.12000000000001,61.44,50.56,53.12000000000001,50.56
248,2015-02-11,nike,56.09,7,2015,56.09,54.67,55.38,67.45,57.42,52.14,52.14,49.5,47.52,45.54,54.12000000000001,61.44,50.56,53.12000000000001
254,2015-02-12,nike,56.09,7,2015,56.09,56.09,54.67,55.38,67.45,57.42,52.14,52.14,49.5,47.52,45.54,54.12000000000001,61.44,50.56
260,2015-02-13,nike,55.38,7,2015,55.38,56.09,56.09,54.67,55.38,67.45,57.42,52.14,52.14,49.5,47.52,45.54,54.12000000000001,61.44
266,2015-02-14,nike,63.9,7,2015,63.9,55.38,56.09,56.09,54.67,55.38,67.45,57.42,52.14,52.14,49.5,47.52,45.54,54.12000000000001
272,2015-02-15,nike,70.0,7,2015,70.0,63.9,55.38,56.09,56.09,54.67,55.38,67.45,57.42,52.14,52.14,49.5,47.52,45.54
278,2015-02-16,nike,59.49999999999999,8,2015,59.49999999999999,70.0,63.9,55.38,56.09,56.09,54.67,55.38,67.45,57.42,52.14,52.14,49.5,47.52
284,2015-02-17,nike,51.8,8,2015,51.8,59.49999999999999,70.0,63.9,55.38,56.09,56.09,54.67,55.38,67.45,57.42,52.14,52.14,49.5
290,2015-02-18,nike,52.5,8,2015,52.5,51.8,59.49999999999999,70.0,63.9,55.38,56.09,56.09,54.67,55.38,67.45,57.42,52.14,52.14
296,2015-02-19,nike,53.9,8,2015,53.9,52.5,51.8,59.49999999999999,70.0,63.9,55.38,56.09,56.09,54.67,55.38,67.45,57.42,52.14
302,2015-02-20,nike,53.9,8,2015,53.9,53.9,52.5,51.8,59.49999999999999,70.0,63.9,55.38,56.09,56.09,54.67,55.38,67.45,57.42
308,2015-02-21,nike,61.6,8,2015,61.6,53.9,53.9,52.5,51.8,59.49999999999999,70.0,63.9,55.38,56.09,56.09,54.67,55.38,67.45
314,2015-02-22,nike,60.72,8,2015,60.72,61.6,53.9,53.9,52.5,51.8,59.49999999999999,70.0,63.9,55.38,56.09,56.09,54.67,55.38
320,2015-02-23,nike,51.74999999999999,9,2015,51.74999999999999,60.72,61.6,53.9,53.9,52.5,51.8,59.49999999999999,70.0,63.9,55.38,56.09,56.09,54.67
326,2015-02-24,nike,53.81999999999999,9,2015,53.81999999999999,51.74999999999999,60.72,61.6,53.9,53.9,52.5,51.8,59.49999999999999,70.0,63.9,55.38,56.09,56.09
332,2015-02-25,nike,55.88999999999999,9,2015,55.88999999999999,53.81999999999999,51.74999999999999,60.72,61.6,53.9,53.9,52.5,51.8,59.49999999999999,70.0,63.9,55.38,56.09
338,2015-02-26,nike,54.51,9,2015,54.51,55.88999999999999,53.81999999999999,51.74999999999999,60.72,61.6,53.9,53.9,52.5,51.8,59.49999999999999,70.0,63.9,55.38
344,2015-02-27,nike,51.06,9,2015,51.06,54.51,55.88999999999999,53.81999999999999,51.74999999999999,60.72,61.6,53.9,53.9,52.5,51.8,59.49999999999999,70.0,63.9
350,2015-02-28,nike,59.34,9,2015,59.34,51.06,54.51,55.88999999999999,53.81999999999999,51.74999999999999,60.72,61.6,53.9,53.9,52.5,51.8,59.49999999999999,70.0
356,2015-03-01,nike,65.8,9,2015,65.8,59.34,51.06,54.51,55.88999999999999,53.81999999999999,51.74999999999999,60.72,61.6,53.9,53.9,52.5,51.8,59.49999999999999
362,2015-03-02,nike,54.6,10,2015,54.6,65.8,59.34,51.06,54.51,55.88999999999999,53.81999999999999,51.74999999999999,60.72,61.6,53.9,53.9,52.5,51.8
368,2015-03-03,nike,55.3,10,2015,55.3,54.6,65.8,59.34,51.06,54.51,55.88999999999999,53.81999999999999,51.74999999999999,60.72,61.6,53.9,53.9,52.5
374,2015-03-04,nike,52.5,10,2015,52.5,55.3,54.6,65.8,59.34,51.06,54.51,55.88999999999999,53.81999999999999,51.74999999999999,60.72,61.6,53.9,53.9
380,2015-03-05,nike,55.3,10,2015,55.3,52.5,55.3,54.6,65.8,59.34,51.06,54.51,55.88999999999999,53.81999999999999,51.74999999999999,60.72,61.6,53.9
386,2015-03-06,nike,51.8,10,2015,51.8,55.3,52.5,55.3,54.6,65.8,59.34,51.06,54.51,55.88999999999999,53.81999999999999,51.74999999999999,60.72,61.6
392,2015-03-07,nike,63.7,10,2015,63.7,51.8,55.3,52.5,55.3,54.6,65.8,59.34,51.06,54.51,55.88999999999999,53.81999999999999,51.74999999999999,60.72
398,2015-03-08,nike,64.17,10,2015,64.17,63.7,51.8,55.3,52.5,55.3,54.6,65.8,59.34,51.06,54.51,55.88999999999999,53.81999999999999,51.74999999999999
404,2015-03-09,nike,55.2,11,2015,55.2,64.17,63.7,51.8,55.3,52.5,55.3,54.6,65.8,59.34,51.06,54.51,55.88999999999999,53.81999999999999
410,2015-03-10,nike,55.2,11,2015,55.2,55.2,64.17,63.7,51.8,55.3,52.5,55.3,54.6,65.8,59.34,51.06,54.51,55.88999999999999
416,2015-03-11,nike,52.44,11,2015,52.44,55.2,55.2,64.17,63.7,51.8,55.3,52.5,55.3,54.6,65.8,59.34,51.06,54.51
422,2015-03-12,nike,53.13,11,2015,53.13,52.44,55.2,55.2,64.17,63.7,51.8,55.3,52.5,55.3,54.6,65.8,59.34,51.06
428,2015-03-13,nike,52.44,11,2015,52.44,53.13,52.44,55.2,55.2,64.17,63.7,51.8,55.3,52.5,55.3,54.6,65.8,59.34
434,2015-03-14,nike,63.48,11,2015,63.48,52.44,53.13,52.44,55.2,55.2,64.17,63.7,51.8,55.3,52.5,55.3,54.6,65.8
440,2015-03-15,nike,69.3,11,2015,69.3,63.48,52.44,53.13,52.44,55.2,55.2,64.17,63.7,51.8,55.3,52.5,55.3,54.6
446,2015-03-16,nike,56.7,12,2015,56.7,69.3,63.48,52.44,53.13,52.44,55.2,55.2,64.17,63.7,51.8,55.3,52.5,55.3
452,2015-03-17,nike,53.2,12,2015,53.2,56.7,69.3,63.48,52.44,53.13,52.44,55.2,55.2,64.17,63.7,51.8,55.3,52.5
458,2015-03-18,nike,55.3,12,2015,55.3,53.2,56.7,69.3,63.48,52.44,53.13,52.44,55.2,55.2,64.17,63.7,51.8,55.3
464,2015-03-19,nike,54.6,12,2015,54.6,55.3,53.2,56.7,69.3,63.48,52.44,53.13,52.44,55.2,55.2,64.17,63.7,51.8
470,2015-03-20,nike,55.3,12,2015,55.3,54.6,55.3,53.2,56.7,69.3,63.48,52.44,53.13,52.44,55.2,55.2,64.17,63.7
476,2015-03-21,nike,65.1,12,2015,65.1,55.3,54.6,55.3,53.2,56.7,69.3,63.48,52.44,53.13,52.44,55.2,55.2,64.17
482,2015-03-22,nike,71.0,12,2015,71.0,65.1,55.3,54.6,55.3,53.2,56.7,69.3,63.48,52.44,53.13,52.44,55.2,55.2
488,2015-03-23,nike,58.93,13,2015,58.93,71.0,65.1,55.3,54.6,55.3,53.2,56.7,69.3,63.48,52.44,53.13,52.44,55.2
494,2015-03-24,nike,54.67,13,2015,54.67,58.93,71.0,65.1,55.3,54.6,55.3,53.2,56.7,69.3,63.48,52.44,53.13,52.44
500,2015-03-25,nike,53.25,13,2015,53.25,54.67,58.93,71.0,65.1,55.3,54.6,55.3,53.2,56.7,69.3,63.48,52.44,53.13
506,2015-03-26,nike,54.67,13,2015,54.67,53.25,54.67,58.93,71.0,65.1,55.3,54.6,55.3,53.2,56.7,69.3,63.48,52.44
512,2015-03-27,nike,56.09,13,2015,56.09,54.67,53.25,54.67,58.93,71.0,65.1,55.3,54.6,55.3,53.2,56.7,69.3,63.48
518,2015-03-28,nike,65.32,13,2015,65.32,56.09,54.67,53.25,54.67,58.93,71.0,65.1,55.3,54.6,55.3,53.2,56.7,69.3
524,2015-03-29,nike,66.5,13,2015,66.5,65.32,56.09,54.67,53.25,54.67,58.93,71.0,65.1,55.3,54.6,55.3,53.2,56.7
530,2015-03-30,nike,55.3,14,2015,55.3,66.5,65.32,56.09,54.67,53.25,54.67,58.93,71.0,65.1,55.3,54.6,55.3,53.2
536,2015-03-31,nike,53.9,14,2015,53.9,55.3,66.5,65.32,56.09,54.67,53.25,54.67,58.93,71.0,65.1,55.3,54.6,55.3
542,2015-04-01,nike,54.6,14,2015,54.6,53.9,55.3,66.5,65.32,56.09,54.67,53.25,54.67,58.93,71.0,65.1,55.3,54.6
548,2015-04-02,nike,56.0,14,2015,56.0,54.6,53.9,55.3,66.5,65.32,56.09,54.67,53.25,54.67,58.93,71.0,65.1,55.3
554,2015-04-03,nike,58.8,14,2015,58.8,56.0,54.6,53.9,55.3,66.5,65.32,56.09,54.67,53.25,54.67,58.93,71.0,65.1
560,2015-04-04,nike,65.8,14,2015,65.8,58.8,56.0,54.6,53.9,55.3,66.5,65.32,56.09,54.67,53.25,54.67,58.93,71.0
566,2015-04-05,nike,62.99999999999999,14,2015,62.99999999999999,65.8,58.8,56.0,54.6,53.9,55.3,66.5,65.32,56.09,54.67,53.25,54.67,58.93
572,2015-04-06,nike,56.7,15,2015,56.7,62.99999999999999,65.8,58.8,56.0,54.6,53.9,55.3,66.5,65.32,56.09,54.67,53.25,54.67
578,2015-04-07,nike,57.4,15,2015,57.4,56.7,62.99999999999999,65.8,58.8,56.0,54.6,53.9,55.3,66.5,65.32,56.09,54.67,53.25
584,2015-04-08,nike,56.7,15,2015,56.7,57.4,56.7,62.99999999999999,65.8,58.8,56.0,54.6,53.9,55.3,66.5,65.32,56.09,54.67
590,2015-04-09,nike,55.3,15,2015,55.3,56.7,57.4,56.7,62.99999999999999,65.8,58.8,56.0,54.6,53.9,55.3,66.5,65.32,56.09
596,2015-04-10,nike,56.7,15,2015,56.7,55.3,56.7,57.4,56.7,62.99999999999999,65.8,58.8,56.0,54.6,53.9,55.3,66.5,65.32
602,2015-04-11,nike,70.0,15,2015,70.0,56.7,55.3,56.7,57.4,56.7,62.99999999999999,65.8,58.8,56.0,54.6,53.9,55.3,66.5
608,2015-04-12,nike,67.61999999999999,15,2015,67.61999999999999,70.0,56.7,55.3,56.7,57.4,56.7,62.99999999999999,65.8,58.8,56.0,54.6,53.9,55.3
614,2015-04-13,nike,56.58,16,2015,56.58,67.61999999999999,70.0,56.7,55.3,56.7,57.4,56.7,62.99999999999999,65.8,58.8,56.0,54.6,53.9
620,2015-04-14,nike,54.51,16,2015,54.51,56.58,67.61999999999999,70.0,56.7,55.3,56.7,57.4,56.7,62.99999999999999,65.8,58.8,56.0,54.6
626,2015-04-15,nike,52.44,16,2015,52.44,54.51,56.58,67.61999999999999,70.0,56.7,55.3,56.7,57.4,56.7,62.99999999999999,65.8,58.8,56.0
632,2015-04-16,nike,51.74999999999999,16,2015,51.74999999999999,52.44,54.51,56.58,67.61999999999999,70.0,56.7,55.3,56.7,57.4,56.7,62.99999999999999,65.8,58.8
638,2015-04-17,nike,54.51,16,2015,54.51,51.74999999999999,52.44,54.51,56.58,67.61999999999999,70.0,56.7,55.3,56.7,57.4,56.7,62.99999999999999,65.8
644,2015-04-18,nike,61.41,16,2015,61.41,54.51,51.74999999999999,52.44,54.51,56.58,67.61999999999999,70.0,56.7,55.3,56.7,57.4,56.7,62.99999999999999
650,2015-04-19,nike,66.24,16,2015,66.24,61.41,54.51,51.74999999999999,52.44,54.51,56.58,67.61999999999999,70.0,56.7,55.3,56.7,57.4,56.7
656,2015-04-20,nike,55.2,17,2015,55.2,66.24,61.41,54.51,51.74999999999999,52.44,54.51,56.58,67.61999999999999,70.0,56.7,55.3,56.7,57.4
662,2015-04-21,nike,52.44,17,2015,52.44,55.2,66.24,61.41,54.51,51.74999999999999,52.44,54.51,56.58,67.61999999999999,70.0,56.7,55.3,56.7
668,2015-04-22,nike,51.06,17,2015,51.06,52.44,55.2,66.24,61.41,54.51,51.74999999999999,52.44,54.51,56.58,67.61999999999999,70.0,56.7,55.3
674,2015-04-23,nike,53.13,17,2015,53.13,51.06,52.44,55.2,66.24,61.41,54.51,51.74999999999999,52.44,54.51,56.58,67.61999999999999,70.0,56.7
680,2015-04-24,nike,54.51,17,2015,54.51,53.13,51.06,52.44,55.2,66.24,61.41,54.51,51.74999999999999,52.44,54.51,56.58,67.61999999999999,70.0
686,2015-04-25,nike,62.1,17,2015,62.1,54.51,53.13,51.06,52.44,55.2,66.24,61.41,54.51,51.74999999999999,52.44,54.51,56.58,67.61999999999999
692,2015-04-26,nike,63.65000000000001,17,2015,63.65000000000001,62.1,54.51,53.13,51.06,52.44,55.2,66.24,61.41,54.51,51.74999999999999,52.44,54.51,56.58
698,2015-04-27,nike,53.6,18,2015,53.6,63.65000000000001,62.1,54.51,53.13,51.06,52.44,55.2,66.24,61.41,54.51,51.74999999999999,52.44,54.51
704,2015-04-28,nike,50.25,18,2015,50.25,53.6,63.65000000000001,62.1,54.51,53.13,51.06,52.44,55.2,66.24,61.41,54.51,51.74999999999999,52.44
710,2015-04-29,nike,50.25,18,2015,50.25,50.25,53.6,63.65000000000001,62.1,54.51,53.13,51.06,52.44,55.2,66.24,61.41,54.51,51.74999999999999
716,2015-04-30,nike,50.25,18,2015,50.25,50.25,50.25,53.6,63.65000000000001,62.1,54.51,53.13,51.06,52.44,55.2,66.24,61.41,54.51
722,2015-05-01,nike,56.28,18,2015,56.28,50.25,50.25,50.25,53.6,63.65000000000001,62.1,54.51,53.13,51.06,52.44,55.2,66.24,61.41
728,2015-05-02,nike,58.290000000000006,18,2015,58.290000000000006,56.28,50.25,50.25,50.25,53.6,63.65000000000001,62.1,54.51,53.13,51.06,52.44,55.2,66.24
734,2015-05-03,nike,58.08000000000001,18,2015,58.08000000000001,58.290000000000006,56.28,50.25,50.25,50.25,53.6,63.65000000000001,62.1,54.51,53.13,51.06,52.44,55.2
740,2015-05-04,nike,54.78,19,2015,54.78,58.08000000000001,58.290000000000006,56.28,50.25,50.25,50.25,53.6,63.65000000000001,62.1,54.51,53.13,51.06,52.44
746,2015-05-05,nike,53.46,19,2015,53.46,54.78,58.08000000000001,58.290000000000006,56.28,50.25,50.25,50.25,53.6,63.65000000000001,62.1,54.51,53.13,51.06
752,2015-05-06,nike,53.46,19,2015,53.46,53.46,54.78,58.08000000000001,58.290000000000006,56.28,50.25,50.25,50.25,53.6,63.65000000000001,62.1,54.51,53.13
758,2015-05-07,nike,56.1,19,2015,56.1,53.46,53.46,54.78,58.08000000000001,58.290000000000006,56.28,50.25,50.25,50.25,53.6,63.65000000000001,62.1,54.51
764,2015-05-08,nike,57.42,19,2015,57.42,56.1,53.46,53.46,54.78,58.08000000000001,58.290000000000006,56.28,50.25,50.25,50.25,53.6,63.65000000000001,62.1
770,2015-05-09,nike,60.72000000000001,19,2015,60.72000000000001,57.42,56.1,53.46,53.46,54.78,58.08000000000001,58.290000000000006,56.28,50.25,50.25,50.25,53.6,63.65000000000001
776,2015-05-10,nike,63.92,19,2015,63.92,60.72000000000001,57.42,56.1,53.46,53.46,54.78,58.08000000000001,58.290000000000006,56.28,50.25,50.25,50.25,53.6
782,2015-05-11,nike,55.08000000000001,20,2015,55.08000000000001,63.92,60.72000000000001,57.42,56.1,53.46,53.46,54.78,58.08000000000001,58.290000000000006,56.28,50.25,50.25,50.25
788,2015-05-12,nike,57.8,20,2015,57.8,55.08000000000001,63.92,60.72000000000001,57.42,56.1,53.46,53.46,54.78,58.08000000000001,58.290000000000006,56.28,50.25,50.25
794,2015-05-13,nike,55.76000000000001,20,2015,55.76000000000001,57.8,55.08000000000001,63.92,60.72000000000001,57.42,56.1,53.46,53.46,54.78,58.08000000000001,58.290000000000006,56.28,50.25
800,2015-05-14,nike,57.8,20,2015,57.8,55.76000000000001,57.8,55.08000000000001,63.92,60.72000000000001,57.42,56.1,53.46,53.46,54.78,58.08000000000001,58.290000000000006,56.28
806,2015-05-15,nike,57.8,20,2015,57.8,57.8,55.76000000000001,57.8,55.08000000000001,63.92,60.72000000000001,57.42,56.1,53.46,53.46,54.78,58.08000000000001,58.290000000000006
812,2015-05-16,nike,68.0,20,2015,68.0,57.8,57.8,55.76000000000001,57.8,55.08000000000001,63.92,60.72000000000001,57.42,56.1,53.46,53.46,54.78,58.08000000000001
818,2015-05-17,nike,65.28,20,2015,65.28,68.0,57.8,57.8,55.76000000000001,57.8,55.08000000000001,63.92,60.72000000000001,57.42,56.1,53.46,53.46,54.78
824,2015-05-18,nike,57.8,21,2015,57.8,65.28,68.0,57.8,57.8,55.76000000000001,57.8,55.08000000000001,63.92,60.72000000000001,57.42,56.1,53.46,53.46
830,2015-05-19,nike,57.12000000000001,21,2015,57.12000000000001,57.8,65.28,68.0,57.8,57.8,55.76000000000001,57.8,55.08000000000001,63.92,60.72000000000001,57.42,56.1,53.46
836,2015-05-20,nike,53.040000000000006,21,2015,53.040000000000006,57.12000000000001,57.8,65.28,68.0,57.8,57.8,55.76000000000001,57.8,55.08000000000001,63.92,60.72000000000001,57.42,56.1
842,2015-05-21,nike,57.8,21,2015,57.8,53.040000000000006,57.12000000000001,57.8,65.28,68.0,57.8,57.8,55.76000000000001,57.8,55.08000000000001,63.92,60.72000000000001,57.42
848,2015-05-22,nike,57.8,21,2015,57.8,57.8,53.040000000000006,57.12000000000001,57.8,65.28,68.0,57.8,57.8,55.76000000000001,57.8,55.08000000000001,63.92,60.72000000000001
854,2015-05-23,nike,67.32000000000001,21,2015,67.32000000000001,57.8,57.8,53.040000000000006,57.12000000000001,57.8,65.28,68.0,57.8,57.8,55.76000000000001,57.8,55.08000000000001,63.92
860,2015-05-24,nike,65.28,21,2015,65.28,67.32000000000001,57.8,57.8,53.040000000000006,57.12000000000001,57.8,65.28,68.0,57.8,57.8,55.76000000000001,57.8,55.08000000000001
866,2015-05-25,nike,64.60000000000001,22,2015,64.60000000000001,65.28,67.32000000000001,57.8,57.8,53.040000000000006,57.12000000000001,57.8,65.28,68.0,57.8,57.8,55.76000000000001,57.8
872,2015-05-26,nike,57.12000000000001,22,2015,57.12000000000001,64.60000000000001,65.28,67.32000000000001,57.8,57.8,53.040000000000006,57.12000000000001,57.8,65.28,68.0,57.8,57.8,55.76000000000001
878,2015-05-27,nike,52.36000000000001,22,2015,52.36000000000001,57.12000000000001,64.60000000000001,65.28,67.32000000000001,57.8,57.8,53.040000000000006,57.12000000000001,57.8,65.28,68.0,57.8,57.8
884,2015-05-28,nike,55.08000000000001,22,2015,55.08000000000001,52.36000000000001,57.12000000000001,64.60000000000001,65.28,67.32000000000001,57.8,57.8,53.040000000000006,57.12000000000001,57.8,65.28,68.0,57.8
890,2015-05-29,nike,55.08000000000001,22,2015,55.08000000000001,55.08000000000001,52.36000000000001,57.12000000000001,64.60000000000001,65.28,67.32000000000001,57.8,57.8,53.040000000000006,57.12000000000001,57.8,65.28,68.0
896,2015-05-30,nike,66.64,22,2015,66.64,55.08000000000001,55.08000000000001,52.36000000000001,57.12000000000001,64.60000000000001,65.28,67.32000000000001,57.8,57.8,53.040000000000006,57.12000000000001,57.8,65.28
902,2015-05-31,nike,62.40000000000001,22,2015,62.40000000000001,66.64,55.08000000000001,55.08000000000001,52.36000000000001,57.12000000000001,64.60000000000001,65.28,67.32000000000001,57.8,57.8,53.040000000000006,57.12000000000001,57.8
908,2015-06-01,nike,53.3,23,2015,53.3,62.40000000000001,66.64,55.08000000000001,55.08000000000001,52.36000000000001,57.12000000000001,64.60000000000001,65.28,67.32000000000001,57.8,57.8,53.040000000000006,57.12000000000001
914,2015-06-02,nike,52.0,23,2015,52.0,53.3,62.40000000000001,66.64,55.08000000000001,55.08000000000001,52.36000000000001,57.12000000000001,64.60000000000001,65.28,67.32000000000001,57.8,57.8,53.040000000000006
920,2015-06-03,nike,52.65,23,2015,52.65,52.0,53.3,62.40000000000001,66.64,55.08000000000001,55.08000000000001,52.36000000000001,57.12000000000001,64.60000000000001,65.28,67.32000000000001,57.8,57.8
926,2015-06-04,nike,52.0,23,2015,52.0,52.65,52.0,53.3,62.40000000000001,66.64,55.08000000000001,55.08000000000001,52.36000000000001,57.12000000000001,64.60000000000001,65.28,67.32000000000001,57.8
932,2015-06-05,nike,50.05,23,2015,50.05,52.0,52.65,52.0,53.3,62.40000000000001,66.64,55.08000000000001,55.08000000000001,52.36000000000001,57.12000000000001,64.60000000000001,65.28,67.32000000000001
938,2015-06-06,nike,55.25,23,2015,55.25,50.05,52.0,52.65,52.0,53.3,62.40000000000001,66.64,55.08000000000001,55.08000000000001,52.36000000000001,57.12000000000001,64.60000000000001,65.28
944,2015-06-07,nike,59.52,23,2015,59.52,55.25,50.05,52.0,52.65,52.0,53.3,62.40000000000001,66.64,55.08000000000001,55.08000000000001,52.36000000000001,57.12000000000001,64.60000000000001
950,2015-06-08,nike,49.28,24,2015,49.28,59.52,55.25,50.05,52.0,52.65,52.0,53.3,62.40000000000001,66.64,55.08000000000001,55.08000000000001,52.36000000000001,57.12000000000001
956,2015-06-09,nike,51.2,24,2015,51.2,49.28,59.52,55.25,50.05,52.0,52.65,52.0,53.3,62.40000000000001,66.64,55.08000000000001,55.08000000000001,52.36000000000001
962,2015-06-10,nike,48.64,24,2015,48.64,51.2,49.28,59.52,55.25,50.05,52.0,52.65,52.0,53.3,62.40000000000001,66.64,55.08000000000001,55.08000000000001
968,2015-06-11,nike,50.56,24,2015,50.56,48.64,51.2,49.28,59.52,55.25,50.05,52.0,52.65,52.0,53.3,62.40000000000001,66.64,55.08000000000001
974,2015-06-12,nike,49.28,24,2015,49.28,50.56,48.64,51.2,49.28,59.52,55.25,50.05,52.0,52.65,52.0,53.3,62.40000000000001,66.64
980,2015-06-13,nike,55.04,24,2015,55.04,49.28,50.56,48.64,51.2,49.28,59.52,55.25,50.05,52.0,52.65,52.0,53.3,62.40000000000001
986,2015-06-14,nike,57.33,24,2015,57.33,55.04,49.28,50.56,48.64,51.2,49.28,59.52,55.25,50.05,52.0,52.65,52.0,53.3
992,2015-06-15,nike,49.14,25,2015,49.14,57.33,55.04,49.28,50.56,48.64,51.2,49.28,59.52,55.25,50.05,52.0,52.65,52.0
998,2015-06-16,nike,49.14,25,2015,49.14,49.14,57.33,55.04,49.28,50.56,48.64,51.2,49.28,59.52,55.25,50.05,52.0,52.65
1004,2015-06-17,nike,48.51,25,2015,48.51,49.14,49.14,57.33,55.04,49.28,50.56,48.64,51.2,49.28,59.52,55.25,50.05,52.0
1010,2015-06-18,nike,47.25,25,2015,47.25,48.51,49.14,49.14,57.33,55.04,49.28,50.56,48.64,51.2,49.28,59.52,55.25,50.05
1016,2015-06-19,nike,47.88,25,2015,47.88,47.25,48.51,49.14,49.14,57.33,55.04,49.28,50.56,48.64,51.2,49.28,59.52,55.25
1022,2015-06-20,nike,57.33,25,2015,57.33,47.88,47.25,48.51,49.14,49.14,57.33,55.04,49.28,50.56,48.64,51.2,49.28,59.52
1028,2015-06-21,nike,63.05,25,2015,63.05,57.33,47.88,47.25,48.51,49.14,49.14,57.33,55.04,49.28,50.56,48.64,51.2,49.28
1034,2015-06-22,nike,53.3,26,2015,53.3,63.05,57.33,47.88,47.25,48.51,49.14,49.14,57.33,55.04,49.28,50.56,48.64,51.2
1040,2015-06-23,nike,52.0,26,2015,52.0,53.3,63.05,57.33,47.88,47.25,48.51,49.14,49.14,57.33,55.04,49.28,50.56,48.64
1046,2015-06-24,nike,51.35,26,2015,51.35,52.0,53.3,63.05,57.33,47.88,47.25,48.51,49.14,49.14,57.33,55.04,49.28,50.56
1052,2015-06-25,nike,53.3,26,2015,53.3,51.35,52.0,53.3,63.05,57.33,47.88,47.25,48.51,49.14,49.14,57.33,55.04,49.28
