,date,name,scaled,week,year,scaled_day_0,scaled_day_1,scaled_day_2,scaled_day_3,scaled_day_4,scaled_day_5,scaled_day_6,scaled_day_7,scaled_day_8,scaled_day_9,scaled_day_10,scaled_day_11,scaled_day_12,scaled_day_13
2507,2016-02-22,yelp,87.12,8,2016,87.12,92.07,94.0,84.6,75.19999999999997,76.14,68.61999999999999,75.19999999999997,92.12,88.2,77.4,70.2,70.2,67.5
2513,2016-02-23,yelp,91.08,8,2016,91.08,87.12,92.07,94.0,84.6,75.19999999999997,76.14,68.61999999999999,75.19999999999997,92.12,88.2,77.4,70.2,70.2
2519,2016-02-24,yelp,81.17999999999998,8,2016,81.17999999999998,91.08,87.12,92.07,94.0,84.6,75.19999999999997,76.14,68.61999999999999,75.19999999999997,92.12,88.2,77.4,70.2
2525,2016-02-25,yelp,82.17,8,2016,82.17,81.17999999999998,91.08,87.12,92.07,94.0,84.6,75.19999999999997,76.14,68.61999999999999,75.19999999999997,92.12,88.2,77.4
2531,2016-02-26,yelp,86.13,8,2016,86.13,82.17,81.17999999999998,91.08,87.12,92.07,94.0,84.6,75.19999999999997,76.14,68.61999999999999,75.19999999999997,92.12,88.2
2537,2016-02-27,yelp,95.04,8,2016,95.04,86.13,82.17,81.17999999999998,91.08,87.12,92.07,94.0,84.6,75.19999999999997,76.14,68.61999999999999,75.19999999999997,92.12
2543,2016-02-28,yelp,76.56,8,2016,76.56,95.04,86.13,82.17,81.17999999999998,91.08,87.12,92.07,94.0,84.6,75.19999999999997,76.14,68.61999999999999,75.19999999999997
2549,2016-02-29,yelp,63.36,9,2016,63.36,76.56,95.04,86.13,82.17,81.17999999999998,91.08,87.12,92.07,94.0,84.6,75.19999999999997,76.14,68.61999999999999
2555,2016-03-01,yelp,66.0,9,2016,66.0,63.36,76.56,95.04,86.13,82.17,81.17999999999998,91.08,87.12,92.07,94.0,84.6,75.19999999999997,76.14
2561,2016-03-02,yelp,70.4,9,2016,70.4,66.0,63.36,76.56,95.04,86.13,82.17,81.17999999999998,91.08,87.12,92.07,94.0,84.6,75.19999999999997
2567,2016-03-03,yelp,72.16,9,2016,72.16,70.4,66.0,63.36,76.56,95.04,86.13,82.17,81.17999999999998,91.08,87.12,92.07,94.0,84.6
2573,2016-03-04,yelp,75.68,9,2016,75.68,72.16,70.4,66.0,63.36,76.56,95.04,86.13,82.17,81.17999999999998,91.08,87.12,92.07,94.0
2579,2016-03-05,yelp,79.2,9,2016,79.2,75.68,72.16,70.4,66.0,63.36,76.56,95.04,86.13,82.17,81.17999999999998,91.08,87.12,92.07
2585,2016-03-06,yelp,74.76,9,2016,74.76,79.2,75.68,72.16,70.4,66.0,63.36,76.56,95.04,86.13,82.17,81.17999999999998,91.08,87.12
2591,2016-03-07,yelp,64.08,10,2016,64.08,74.76,79.2,75.68,72.16,70.4,66.0,63.36,76.56,95.04,86.13,82.17,81.17999999999998,91.08
2597,2016-03-08,yelp,68.53,10,2016,68.53,64.08,74.76,79.2,75.68,72.16,70.4,66.0,63.36,76.56,95.04,86.13,82.17,81.17999999999998
2603,2016-03-09,yelp,71.2,10,2016,71.2,68.53,64.08,74.76,79.2,75.68,72.16,70.4,66.0,63.36,76.56,95.04,86.13,82.17
2609,2016-03-10,yelp,74.76,10,2016,74.76,71.2,68.53,64.08,74.76,79.2,75.68,72.16,70.4,66.0,63.36,76.56,95.04,86.13
2615,2016-03-11,yelp,77.43,10,2016,77.43,74.76,71.2,68.53,64.08,74.76,79.2,75.68,72.16,70.4,66.0,63.36,76.56,95.04
2621,2016-03-12,yelp,89.0,10,2016,89.0,77.43,74.76,71.2,68.53,64.08,74.76,79.2,75.68,72.16,70.4,66.0,63.36,76.56
2627,2016-03-13,yelp,78.26,10,2016,78.26,89.0,77.43,74.76,71.2,68.53,64.08,74.76,79.2,75.68,72.16,70.4,66.0,63.36
2633,2016-03-14,yelp,70.07000000000001,11,2016,70.07000000000001,78.26,89.0,77.43,74.76,71.2,68.53,64.08,74.76,79.2,75.68,72.16,70.4,66.0
2639,2016-03-15,yelp,77.35000000000002,11,2016,77.35000000000002,70.07000000000001,78.26,89.0,77.43,74.76,71.2,68.53,64.08,74.76,79.2,75.68,72.16,70.4
2645,2016-03-16,yelp,71.89,11,2016,71.89,77.35000000000002,70.07000000000001,78.26,89.0,77.43,74.76,71.2,68.53,64.08,74.76,79.2,75.68,72.16
2651,2016-03-17,yelp,71.89,11,2016,71.89,71.89,77.35000000000002,70.07000000000001,78.26,89.0,77.43,74.76,71.2,68.53,64.08,74.76,79.2,75.68
2657,2016-03-18,yelp,80.99000000000002,11,2016,80.99000000000002,71.89,71.89,77.35000000000002,70.07000000000001,78.26,89.0,77.43,74.76,71.2,68.53,64.08,74.76,79.2
2663,2016-03-19,yelp,86.45,11,2016,86.45,80.99000000000002,71.89,71.89,77.35000000000002,70.07000000000001,78.26,89.0,77.43,74.76,71.2,68.53,64.08,74.76
2669,2016-03-20,yelp,84.55,11,2016,84.55,86.45,80.99000000000002,71.89,71.89,77.35000000000002,70.07000000000001,78.26,89.0,77.43,74.76,71.2,68.53,64.08
2675,2016-03-21,yelp,80.75,12,2016,80.75,84.55,86.45,80.99000000000002,71.89,71.89,77.35000000000002,70.07000000000001,78.26,89.0,77.43,74.76,71.2,68.53
2681,2016-03-22,yelp,79.8,12,2016,79.8,80.75,84.55,86.45,80.99000000000002,71.89,71.89,77.35000000000002,70.07000000000001,78.26,89.0,77.43,74.76,71.2
2687,2016-03-23,yelp,77.89999999999998,12,2016,77.89999999999998,79.8,80.75,84.55,86.45,80.99000000000002,71.89,71.89,77.35000000000002,70.07000000000001,78.26,89.0,77.43,74.76
2693,2016-03-24,yelp,82.64999999999998,12,2016,82.64999999999998,77.89999999999998,79.8,80.75,84.55,86.45,80.99000000000002,71.89,71.89,77.35000000000002,70.07000000000001,78.26,89.0,77.43
2699,2016-03-25,yelp,87.39999999999998,12,2016,87.39999999999998,82.64999999999998,77.89999999999998,79.8,80.75,84.55,86.45,80.99000000000002,71.89,71.89,77.35000000000002,70.07000000000001,78.26,89.0
2705,2016-03-26,yelp,92.15,12,2016,92.15,87.39999999999998,82.64999999999998,77.89999999999998,79.8,80.75,84.55,86.45,80.99000000000002,71.89,71.89,77.35000000000002,70.07000000000001,78.26
2711,2016-03-27,yelp,73.60000000000002,12,2016,73.60000000000002,92.15,87.39999999999998,82.64999999999998,77.89999999999998,79.8,80.75,84.55,86.45,80.99000000000002,71.89,71.89,77.35000000000002,70.07000000000001
2717,2016-03-28,yelp,76.36,13,2016,76.36,73.60000000000002,92.15,87.39999999999998,82.64999999999998,77.89999999999998,79.8,80.75,84.55,86.45,80.99000000000002,71.89,71.89,77.35000000000002
2723,2016-03-29,yelp,76.36,13,2016,76.36,76.36,73.60000000000002,92.15,87.39999999999998,82.64999999999998,77.89999999999998,79.8,80.75,84.55,86.45,80.99000000000002,71.89,71.89
2729,2016-03-30,yelp,78.2,13,2016,78.2,76.36,76.36,73.60000000000002,92.15,87.39999999999998,82.64999999999998,77.89999999999998,79.8,80.75,84.55,86.45,80.99000000000002,71.89
2735,2016-03-31,yelp,77.28,13,2016,77.28,78.2,76.36,76.36,73.60000000000002,92.15,87.39999999999998,82.64999999999998,77.89999999999998,79.8,80.75,84.55,86.45,80.99000000000002
2741,2016-04-01,yelp,85.56,13,2016,85.56,77.28,78.2,76.36,76.36,73.60000000000002,92.15,87.39999999999998,82.64999999999998,77.89999999999998,79.8,80.75,84.55,86.45
2747,2016-04-02,yelp,89.24000000000002,13,2016,89.24000000000002,85.56,77.28,78.2,76.36,76.36,73.60000000000002,92.15,87.39999999999998,82.64999999999998,77.89999999999998,79.8,80.75,84.55
2753,2016-04-03,yelp,76.54,13,2016,76.54,89.24000000000002,85.56,77.28,78.2,76.36,76.36,73.60000000000002,92.15,87.39999999999998,82.64999999999998,77.89999999999998,79.8,80.75
2759,2016-04-04,yelp,76.54,14,2016,76.54,76.54,89.24000000000002,85.56,77.28,78.2,76.36,76.36,73.60000000000002,92.15,87.39999999999998,82.64999999999998,77.89999999999998,79.8
2765,2016-04-05,yelp,74.76,14,2016,74.76,76.54,76.54,89.24000000000002,85.56,77.28,78.2,76.36,76.36,73.60000000000002,92.15,87.39999999999998,82.64999999999998,77.89999999999998
2771,2016-04-06,yelp,77.43,14,2016,77.43,74.76,76.54,76.54,89.24000000000002,85.56,77.28,78.2,76.36,76.36,73.60000000000002,92.15,87.39999999999998,82.64999999999998
2777,2016-04-07,yelp,77.43,14,2016,77.43,77.43,74.76,76.54,76.54,89.24000000000002,85.56,77.28,78.2,76.36,76.36,73.60000000000002,92.15,87.39999999999998
2783,2016-04-08,yelp,86.33,14,2016,86.33,77.43,77.43,74.76,76.54,76.54,89.24000000000002,85.56,77.28,78.2,76.36,76.36,73.60000000000002,92.15
2789,2016-04-09,yelp,86.33,14,2016,86.33,86.33,77.43,77.43,74.76,76.54,76.54,89.24000000000002,85.56,77.28,78.2,76.36,76.36,73.60000000000002
2795,2016-04-10,yelp,78.32000000000002,14,2016,78.32000000000002,86.33,86.33,77.43,77.43,74.76,76.54,76.54,89.24000000000002,85.56,77.28,78.2,76.36,76.36
2801,2016-04-11,yelp,72.09,15,2016,72.09,78.32000000000002,86.33,86.33,77.43,77.43,74.76,76.54,76.54,89.24000000000002,85.56,77.28,78.2,76.36
2807,2016-04-12,yelp,72.98,15,2016,72.98,72.09,78.32000000000002,86.33,86.33,77.43,77.43,74.76,76.54,76.54,89.24000000000002,85.56,77.28,78.2
2813,2016-04-13,yelp,76.54,15,2016,76.54,72.98,72.09,78.32000000000002,86.33,86.33,77.43,77.43,74.76,76.54,76.54,89.24000000000002,85.56,77.28
2819,2016-04-14,yelp,76.54,15,2016,76.54,76.54,72.98,72.09,78.32000000000002,86.33,86.33,77.43,77.43,74.76,76.54,76.54,89.24000000000002,85.56
2825,2016-04-15,yelp,82.77,15,2016,82.77,76.54,76.54,72.98,72.09,78.32000000000002,86.33,86.33,77.43,77.43,74.76,76.54,76.54,89.24000000000002
2831,2016-04-16,yelp,89.0,15,2016,89.0,82.77,76.54,76.54,72.98,72.09,78.32000000000002,86.33,86.33,77.43,77.43,74.76,76.54,76.54
2837,2016-04-17,yelp,76.54,15,2016,76.54,89.0,82.77,76.54,76.54,72.98,72.09,78.32000000000002,86.33,86.33,77.43,77.43,74.76,76.54
2843,2016-04-18,yelp,73.87,16,2016,73.87,76.54,89.0,82.77,76.54,76.54,72.98,72.09,78.32000000000002,86.33,86.33,77.43,77.43,74.76
2849,2016-04-19,yelp,75.65,16,2016,75.65,73.87,76.54,89.0,82.77,76.54,76.54,72.98,72.09,78.32000000000002,86.33,86.33,77.43,77.43
2855,2016-04-20,yelp,75.65,16,2016,75.65,75.65,73.87,76.54,89.0,82.77,76.54,76.54,72.98,72.09,78.32000000000002,86.33,86.33,77.43
2861,2016-04-21,yelp,72.98,16,2016,72.98,75.65,75.65,73.87,76.54,89.0,82.77,76.54,76.54,72.98,72.09,78.32000000000002,86.33,86.33
2867,2016-04-22,yelp,81.88,16,2016,81.88,72.98,75.65,75.65,73.87,76.54,89.0,82.77,76.54,76.54,72.98,72.09,78.32000000000002,86.33
2873,2016-04-23,yelp,85.44,16,2016,85.44,81.88,72.98,75.65,75.65,73.87,76.54,89.0,82.77,76.54,76.54,72.98,72.09,78.32000000000002
2879,2016-04-24,yelp,77.42999999999998,16,2016,77.42999999999998,85.44,81.88,72.98,75.65,75.65,73.87,76.54,89.0,82.77,76.54,76.54,72.98,72.09
2885,2016-04-25,yelp,72.21,17,2016,72.21,77.42999999999998,85.44,81.88,72.98,75.65,75.65,73.87,76.54,89.0,82.77,76.54,76.54,72.98
2891,2016-04-26,yelp,70.47,17,2016,70.47,72.21,77.42999999999998,85.44,81.88,72.98,75.65,75.65,73.87,76.54,89.0,82.77,76.54,76.54
2897,2016-04-27,yelp,76.56,17,2016,76.56,70.47,72.21,77.42999999999998,85.44,81.88,72.98,75.65,75.65,73.87,76.54,89.0,82.77,76.54
2903,2016-04-28,yelp,73.95,17,2016,73.95,76.56,70.47,72.21,77.42999999999998,85.44,81.88,72.98,75.65,75.65,73.87,76.54,89.0,82.77
2909,2016-04-29,yelp,75.69,17,2016,75.69,73.95,76.56,70.47,72.21,77.42999999999998,85.44,81.88,72.98,75.65,75.65,73.87,76.54,89.0
2915,2016-04-30,yelp,81.78,17,2016,81.78,75.69,73.95,76.56,70.47,72.21,77.42999999999998,85.44,81.88,72.98,75.65,75.65,73.87,76.54
2921,2016-05-01,yelp,78.2,17,2016,78.2,81.78,75.69,73.95,76.56,70.47,72.21,77.42999999999998,85.44,81.88,72.98,75.65,75.65,73.87
2927,2016-05-02,yelp,78.2,18,2016,78.2,78.2,81.78,75.69,73.95,76.56,70.47,72.21,77.42999999999998,85.44,81.88,72.98,75.65,75.65
2933,2016-05-03,yelp,80.04,18,2016,80.04,78.2,78.2,81.78,75.69,73.95,76.56,70.47,72.21,77.42999999999998,85.44,81.88,72.98,75.65
2939,2016-05-04,yelp,79.12,18,2016,79.12,80.04,78.2,78.2,81.78,75.69,73.95,76.56,70.47,72.21,77.42999999999998,85.44,81.88,72.98
2945,2016-05-05,yelp,82.8,18,2016,82.8,79.12,80.04,78.2,78.2,81.78,75.69,73.95,76.56,70.47,72.21,77.42999999999998,85.44,81.88
2951,2016-05-06,yelp,89.24000000000002,18,2016,89.24000000000002,82.8,79.12,80.04,78.2,78.2,81.78,75.69,73.95,76.56,70.47,72.21,77.42999999999998,85.44
2957,2016-05-07,yelp,91.08,18,2016,91.08,89.24000000000002,82.8,79.12,80.04,78.2,78.2,81.78,75.69,73.95,76.56,70.47,72.21,77.42999999999998
2963,2016-05-08,yelp,86.48,18,2016,86.48,91.08,89.24000000000002,82.8,79.12,80.04,78.2,78.2,81.78,75.69,73.95,76.56,70.47,72.21
2969,2016-05-09,yelp,80.04,19,2016,80.04,86.48,91.08,89.24000000000002,82.8,79.12,80.04,78.2,78.2,81.78,75.69,73.95,76.56,70.47
2975,2016-05-10,yelp,82.8,19,2016,82.8,80.04,86.48,91.08,89.24000000000002,82.8,79.12,80.04,78.2,78.2,81.78,75.69,73.95,76.56
2981,2016-05-11,yelp,80.96000000000002,19,2016,80.96000000000002,82.8,80.04,86.48,91.08,89.24000000000002,82.8,79.12,80.04,78.2,78.2,81.78,75.69,73.95
2987,2016-05-12,yelp,80.04,19,2016,80.04,80.96000000000002,82.8,80.04,86.48,91.08,89.24000000000002,82.8,79.12,80.04,78.2,78.2,81.78,75.69
2993,2016-05-13,yelp,92.0,19,2016,92.0,80.04,80.96000000000002,82.8,80.04,86.48,91.08,89.24000000000002,82.8,79.12,80.04,78.2,78.2,81.78
2999,2016-05-14,yelp,92.0,19,2016,92.0,92.0,80.04,80.96000000000002,82.8,80.04,86.48,91.08,89.24000000000002,82.8,79.12,80.04,78.2,78.2
3005,2016-05-15,yelp,83.72,19,2016,83.72,92.0,92.0,80.04,80.96000000000002,82.8,80.04,86.48,91.08,89.24000000000002,82.8,79.12,80.04,78.2
3011,2016-05-16,yelp,84.64,20,2016,84.64,83.72,92.0,92.0,80.04,80.96000000000002,82.8,80.04,86.48,91.08,89.24000000000002,82.8,79.12,80.04
3017,2016-05-17,yelp,80.96000000000002,20,2016,80.96000000000002,84.64,83.72,92.0,92.0,80.04,80.96000000000002,82.8,80.04,86.48,91.08,89.24000000000002,82.8,79.12
3023,2016-05-18,yelp,80.96000000000002,20,2016,80.96000000000002,80.96000000000002,84.64,83.72,92.0,92.0,80.04,80.96000000000002,82.8,80.04,86.48,91.08,89.24000000000002,82.8
3029,2016-05-19,yelp,82.8,20,2016,82.8,80.96000000000002,80.96000000000002,84.64,83.72,92.0,92.0,80.04,80.96000000000002,82.8,80.04,86.48,91.08,89.24000000000002
3035,2016-05-20,yelp,86.48,20,2016,86.48,82.8,80.96000000000002,80.96000000000002,84.64,83.72,92.0,92.0,80.04,80.96000000000002,82.8,80.04,86.48,91.08
3041,2016-05-21,yelp,89.24000000000002,20,2016,89.24000000000002,86.48,82.8,80.96000000000002,80.96000000000002,84.64,83.72,92.0,92.0,80.04,80.96000000000002,82.8,80.04,86.48
3047,2016-05-22,yelp,80.08,20,2016,80.08,89.24000000000002,86.48,82.8,80.96000000000002,80.96000000000002,84.64,83.72,92.0,92.0,80.04,80.96000000000002,82.8,80.04
3053,2016-05-23,yelp,80.08,21,2016,80.08,80.08,89.24000000000002,86.48,82.8,80.96000000000002,80.96000000000002,84.64,83.72,92.0,92.0,80.04,80.96000000000002,82.8
3059,2016-05-24,yelp,80.08,21,2016,80.08,80.08,80.08,89.24000000000002,86.48,82.8,80.96000000000002,80.96000000000002,84.64,83.72,92.0,92.0,80.04,80.96000000000002
3065,2016-05-25,yelp,84.63000000000002,21,2016,84.63000000000002,80.08,80.08,80.08,89.24000000000002,86.48,82.8,80.96000000000002,80.96000000000002,84.64,83.72,92.0,92.0,80.04
3071,2016-05-26,yelp,80.08,21,2016,80.08,84.63000000000002,80.08,80.08,80.08,89.24000000000002,86.48,82.8,80.96000000000002,80.96000000000002,84.64,83.72,92.0,92.0
3077,2016-05-27,yelp,84.63000000000002,21,2016,84.63000000000002,80.08,84.63000000000002,80.08,80.08,80.08,89.24000000000002,86.48,82.8,80.96000000000002,80.96000000000002,84.64,83.72,92.0
3083,2016-05-28,yelp,90.09,21,2016,90.09,84.63000000000002,80.08,84.63000000000002,80.08,80.08,80.08,89.24000000000002,86.48,82.8,80.96000000000002,80.96000000000002,84.64,83.72
3089,2016-05-29,yelp,89.28,21,2016,89.28,90.09,84.63000000000002,80.08,84.63000000000002,80.08,80.08,80.08,89.24000000000002,86.48,82.8,80.96000000000002,80.96000000000002,84.64
3095,2016-05-30,yelp,85.56,22,2016,85.56,89.28,90.09,84.63000000000002,80.08,84.63000000000002,80.08,80.08,80.08,89.24000000000002,86.48,82.8,80.96000000000002,80.96000000000002
3101,2016-05-31,yelp,78.12,22,2016,78.12,85.56,89.28,90.09,84.63000000000002,80.08,84.63000000000002,80.08,80.08,80.08,89.24000000000002,86.48,82.8,80.96000000000002
3107,2016-06-01,yelp,77.19,22,2016,77.19,78.12,85.56,89.28,90.09,84.63000000000002,80.08,84.63000000000002,80.08,80.08,80.08,89.24000000000002,86.48,82.8
3113,2016-06-02,yelp,78.12,22,2016,78.12,77.19,78.12,85.56,89.28,90.09,84.63000000000002,80.08,84.63000000000002,80.08,80.08,80.08,89.24000000000002,86.48
3119,2016-06-03,yelp,85.56,22,2016,85.56,78.12,77.19,78.12,85.56,89.28,90.09,84.63000000000002,80.08,84.63000000000002,80.08,80.08,80.08,89.24000000000002
3125,2016-06-04,yelp,87.42,22,2016,87.42,85.56,78.12,77.19,78.12,85.56,89.28,90.09,84.63000000000002,80.08,84.63000000000002,80.08,80.08,80.08
3131,2016-06-05,yelp,85.44,22,2016,85.44,87.42,85.56,78.12,77.19,78.12,85.56,89.28,90.09,84.63000000000002,80.08,84.63000000000002,80.08,80.08
3137,2016-06-06,yelp,86.39999999999998,23,2016,86.39999999999998,85.44,87.42,85.56,78.12,77.19,78.12,85.56,89.28,90.09,84.63000000000002,80.08,84.63000000000002,80.08
3143,2016-06-07,yelp,87.36,23,2016,87.36,86.39999999999998,85.44,87.42,85.56,78.12,77.19,78.12,85.56,89.28,90.09,84.63000000000002,80.08,84.63000000000002
3149,2016-06-08,yelp,90.24,23,2016,90.24,87.36,86.39999999999998,85.44,87.42,85.56,78.12,77.19,78.12,85.56,89.28,90.09,84.63000000000002,80.08
3155,2016-06-09,yelp,90.24,23,2016,90.24,90.24,87.36,86.39999999999998,85.44,87.42,85.56,78.12,77.19,78.12,85.56,89.28,90.09,84.63000000000002
3161,2016-06-10,yelp,90.24,23,2016,90.24,90.24,90.24,87.36,86.39999999999998,85.44,87.42,85.56,78.12,77.19,78.12,85.56,89.28,90.09
3167,2016-06-11,yelp,89.28,23,2016,89.28,90.24,90.24,90.24,87.36,86.39999999999998,85.44,87.42,85.56,78.12,77.19,78.12,85.56,89.28
3173,2016-06-12,yelp,82.64999999999998,23,2016,82.64999999999998,89.28,90.24,90.24,90.24,87.36,86.39999999999998,85.44,87.42,85.56,78.12,77.19,78.12,85.56
3179,2016-06-13,yelp,82.64999999999998,24,2016,82.64999999999998,82.64999999999998,89.28,90.24,90.24,90.24,87.36,86.39999999999998,85.44,87.42,85.56,78.12,77.19,78.12
3185,2016-06-14,yelp,84.55,24,2016,84.55,82.64999999999998,82.64999999999998,89.28,90.24,90.24,90.24,87.36,86.39999999999998,85.44,87.42,85.56,78.12,77.19
3191,2016-06-15,yelp,87.39999999999998,24,2016,87.39999999999998,84.55,82.64999999999998,82.64999999999998,89.28,90.24,90.24,90.24,87.36,86.39999999999998,85.44,87.42,85.56,78.12
3197,2016-06-16,yelp,85.5,24,2016,85.5,87.39999999999998,84.55,82.64999999999998,82.64999999999998,89.28,90.24,90.24,90.24,87.36,86.39999999999998,85.44,87.42,85.56
3203,2016-06-17,yelp,89.3,24,2016,89.3,85.5,87.39999999999998,84.55,82.64999999999998,82.64999999999998,89.28,90.24,90.24,90.24,87.36,86.39999999999998,85.44,87.42
3209,2016-06-18,yelp,95.0,24,2016,95.0,89.3,85.5,87.39999999999998,84.55,82.64999999999998,82.64999999999998,89.28,90.24,90.24,90.24,87.36,86.39999999999998,85.44
3215,2016-06-19,yelp,90.16,24,2016,90.16,95.0,89.3,85.5,87.39999999999998,84.55,82.64999999999998,82.64999999999998,89.28,90.24,90.24,90.24,87.36,86.39999999999998
3221,2016-06-20,yelp,89.17999999999998,25,2016,89.17999999999998,90.16,95.0,89.3,85.5,87.39999999999998,84.55,82.64999999999998,82.64999999999998,89.28,90.24,90.24,90.24,87.36
3227,2016-06-21,yelp,87.22,25,2016,87.22,89.17999999999998,90.16,95.0,89.3,85.5,87.39999999999998,84.55,82.64999999999998,82.64999999999998,89.28,90.24,90.24,90.24
3233,2016-06-22,yelp,93.1,25,2016,93.1,87.22,89.17999999999998,90.16,95.0,89.3,85.5,87.39999999999998,84.55,82.64999999999998,82.64999999999998,89.28,90.24,90.24
3239,2016-06-23,yelp,90.16,25,2016,90.16,93.1,87.22,89.17999999999998,90.16,95.0,89.3,85.5,87.39999999999998,84.55,82.64999999999998,82.64999999999998,89.28,90.24
3245,2016-06-24,yelp,91.14,25,2016,91.14,90.16,93.1,87.22,89.17999999999998,90.16,95.0,89.3,85.5,87.39999999999998,84.55,82.64999999999998,82.64999999999998,89.28
3251,2016-06-25,yelp,95.06,25,2016,95.06,91.14,90.16,93.1,87.22,89.17999999999998,90.16,95.0,89.3,85.5,87.39999999999998,84.55,82.64999999999998,82.64999999999998
3257,2016-06-26,yelp,92.0,25,2016,92.0,95.06,91.14,90.16,93.1,87.22,89.17999999999998,90.16,95.0,89.3,85.5,87.39999999999998,84.55,82.64999999999998
3263,2016-06-27,yelp,92.0,26,2016,92.0,92.0,95.06,91.14,90.16,93.1,87.22,89.17999999999998,90.16,95.0,89.3,85.5,87.39999999999998,84.55
3269,2016-06-28,yelp,96.0,26,2016,96.0,92.0,92.0,95.06,91.14,90.16,93.1,87.22,89.17999999999998,90.16,95.0,89.3,85.5,87.39999999999998
3275,2016-06-29,yelp,95.0,26,2016,95.0,96.0,92.0,92.0,95.06,91.14,90.16,93.1,87.22,89.17999999999998,90.16,95.0,89.3,85.5
3281,2016-06-30,yelp,94.0,26,2016,94.0,95.0,96.0,92.0,92.0,95.06,91.14,90.16,93.1,87.22,89.17999999999998,90.16,95.0,89.3
3287,2016-07-01,yelp,92.0,26,2016,92.0,94.0,95.0,96.0,92.0,92.0,95.06,91.14,90.16,93.1,87.22,89.17999999999998,90.16,95.0
3293,2016-07-02,yelp,95.0,26,2016,95.0,92.0,94.0,95.0,96.0,92.0,92.0,95.06,91.14,90.16,93.1,87.22,89.17999999999998,90.16
3299,2016-07-03,yelp,85.44,26,2016,85.44,95.0,92.0,94.0,95.0,96.0,92.0,92.0,95.06,91.14,90.16,93.1,87.22,89.17999999999998
3305,2016-07-04,yelp,75.84,27,2016,75.84,85.44,95.0,92.0,94.0,95.0,96.0,92.0,92.0,95.06,91.14,90.16,93.1,87.22
3311,2016-07-05,yelp,77.75999999999998,27,2016,77.75999999999998,75.84,85.44,95.0,92.0,94.0,95.0,96.0,92.0,92.0,95.06,91.14,90.16,93.1
3317,2016-07-06,yelp,85.44,27,2016,85.44,77.75999999999998,75.84,85.44,95.0,92.0,94.0,95.0,96.0,92.0,92.0,95.06,91.14,90.16
3323,2016-07-07,yelp,85.44,27,2016,85.44,85.44,77.75999999999998,75.84,85.44,95.0,92.0,94.0,95.0,96.0,92.0,92.0,95.06,91.14
3329,2016-07-08,yelp,87.36,27,2016,87.36,85.44,85.44,77.75999999999998,75.84,85.44,95.0,92.0,94.0,95.0,96.0,92.0,92.0,95.06
3335,2016-07-09,yelp,86.39999999999998,27,2016,86.39999999999998,87.36,85.44,85.44,77.75999999999998,75.84,85.44,95.0,92.0,94.0,95.0,96.0,92.0,92.0
3341,2016-07-10,yelp,83.16,27,2016,83.16,86.39999999999998,87.36,85.44,85.44,77.75999999999998,75.84,85.44,95.0,92.0,94.0,95.0,96.0,92.0
3347,2016-07-11,yelp,82.17,28,2016,82.17,83.16,86.39999999999998,87.36,85.44,85.44,77.75999999999998,75.84,85.44,95.0,92.0,94.0,95.0,96.0
3353,2016-07-12,yelp,86.13,28,2016,86.13,82.17,83.16,86.39999999999998,87.36,85.44,85.44,77.75999999999998,75.84,85.44,95.0,92.0,94.0,95.0
3359,2016-07-13,yelp,92.07,28,2016,92.07,86.13,82.17,83.16,86.39999999999998,87.36,85.44,85.44,77.75999999999998,75.84,85.44,95.0,92.0,94.0
3365,2016-07-14,yelp,87.12,28,2016,87.12,92.07,86.13,82.17,83.16,86.39999999999998,87.36,85.44,85.44,77.75999999999998,75.84,85.44,95.0,92.0
3371,2016-07-15,yelp,93.06,28,2016,93.06,87.12,92.07,86.13,82.17,83.16,86.39999999999998,87.36,85.44,85.44,77.75999999999998,75.84,85.44,95.0
3377,2016-07-16,yelp,94.05,28,2016,94.05,93.06,87.12,92.07,86.13,82.17,83.16,86.39999999999998,87.36,85.44,85.44,77.75999999999998,75.84,85.44
3383,2016-07-17,yelp,86.24,28,2016,86.24,94.05,93.06,87.12,92.07,86.13,82.17,83.16,86.39999999999998,87.36,85.44,85.44,77.75999999999998,75.84
3389,2016-07-18,yelp,85.26,29,2016,85.26,86.24,94.05,93.06,87.12,92.07,86.13,82.17,83.16,86.39999999999998,87.36,85.44,85.44,77.75999999999998
3395,2016-07-19,yelp,87.22,29,2016,87.22,85.26,86.24,94.05,93.06,87.12,92.07,86.13,82.17,83.16,86.39999999999998,87.36,85.44,85.44
3401,2016-07-20,yelp,87.22,29,2016,87.22,87.22,85.26,86.24,94.05,93.06,87.12,92.07,86.13,82.17,83.16,86.39999999999998,87.36,85.44
3407,2016-07-21,yelp,85.26,29,2016,85.26,87.22,87.22,85.26,86.24,94.05,93.06,87.12,92.07,86.13,82.17,83.16,86.39999999999998,87.36
3413,2016-07-22,yelp,92.12,29,2016,92.12,85.26,87.22,87.22,85.26,86.24,94.05,93.06,87.12,92.07,86.13,82.17,83.16,86.39999999999998
3419,2016-07-23,yelp,91.14,29,2016,91.14,92.12,85.26,87.22,87.22,85.26,86.24,94.05,93.06,87.12,92.07,86.13,82.17,83.16
3425,2016-07-24,yelp,81.6,29,2016,81.6,91.14,92.12,85.26,87.22,87.22,85.26,86.24,94.05,93.06,87.12,92.07,86.13,82.17
3431,2016-07-25,yelp,79.67999999999998,30,2016,79.67999999999998,81.6,91.14,92.12,85.26,87.22,87.22,85.26,86.24,94.05,93.06,87.12,92.07,86.13
