,date,name,scaled,scaled_day_1,scaled_day_2,scaled_day_3,scaled_day_4,scaled_day_5,scaled_day_6,scaled_day_7,scaled_day_8,scaled_day_9,scaled_day_10,scaled_day_11,scaled_day_12,scaled_day_13,scaled_day_14
638,2015-04-17,nike,18.96,18.72,18.0,19.2,19.68,24.0,24.0,18.96,18.96,19.44,19.68,19.44,21.6,22.56,19.92
644,2015-04-18,nike,20.64,18.96,18.72,18.0,19.2,19.68,24.0,24.0,18.96,18.96,19.44,19.68,19.44,21.6,22.56
650,2015-04-19,nike,21.85,20.64,18.96,18.72,18.0,19.2,19.68,24.0,24.0,18.96,18.96,19.44,19.68,19.44,21.6
656,2015-04-20,nike,18.630000000000006,21.85,20.64,18.96,18.72,18.0,19.2,19.68,24.0,24.0,18.96,18.96,19.44,19.68,19.44
662,2015-04-21,nike,17.48,18.630000000000006,21.85,20.64,18.96,18.72,18.0,19.2,19.68,24.0,24.0,18.96,18.96,19.44,19.68
668,2015-04-22,nike,17.48,17.48,18.630000000000006,21.85,20.64,18.96,18.72,18.0,19.2,19.68,24.0,24.0,18.96,18.96,19.44
674,2015-04-23,nike,17.48,17.48,17.48,18.630000000000006,21.85,20.64,18.96,18.72,18.0,19.2,19.68,24.0,24.0,18.96,18.96
680,2015-04-24,nike,17.94,17.48,17.48,17.48,18.630000000000006,21.85,20.64,18.96,18.72,18.0,19.2,19.68,24.0,24.0,18.96
686,2015-04-25,nike,20.93,17.94,17.48,17.48,17.48,18.630000000000006,21.85,20.64,18.96,18.72,18.0,19.2,19.68,24.0,24.0
692,2015-04-26,nike,22.08,20.93,17.94,17.48,17.48,17.48,18.630000000000006,21.85,20.64,18.96,18.72,18.0,19.2,19.68,24.0
698,2015-04-27,nike,17.71,22.08,20.93,17.94,17.48,17.48,17.48,18.630000000000006,21.85,20.64,18.96,18.72,18.0,19.2,19.68
704,2015-04-28,nike,17.02,17.71,22.08,20.93,17.94,17.48,17.48,17.48,18.630000000000006,21.85,20.64,18.96,18.72,18.0,19.2
710,2015-04-29,nike,16.560000000000002,17.02,17.71,22.08,20.93,17.94,17.48,17.48,17.48,18.630000000000006,21.85,20.64,18.96,18.72,18.0
716,2015-04-30,nike,17.48,16.560000000000002,17.02,17.71,22.08,20.93,17.94,17.48,17.48,17.48,18.630000000000006,21.85,20.64,18.96,18.72
722,2015-05-01,nike,17.48,17.48,16.560000000000002,17.02,17.71,22.08,20.93,17.94,17.48,17.48,17.48,18.630000000000006,21.85,20.64,18.96
728,2015-05-02,nike,19.78,17.48,17.48,16.560000000000002,17.02,17.71,22.08,20.93,17.94,17.48,17.48,17.48,18.630000000000006,21.85,20.64
734,2015-05-03,nike,19.78,19.78,17.48,17.48,16.560000000000002,17.02,17.71,22.08,20.93,17.94,17.48,17.48,17.48,18.630000000000006,21.85
740,2015-05-04,nike,18.86,19.78,19.78,17.48,17.48,16.560000000000002,17.02,17.71,22.08,20.93,17.94,17.48,17.48,17.48,18.630000000000006
746,2015-05-05,nike,19.55,18.86,19.78,19.78,17.48,17.48,16.560000000000002,17.02,17.71,22.08,20.93,17.94,17.48,17.48,17.48
752,2015-05-06,nike,18.4,19.55,18.86,19.78,19.78,17.48,17.48,16.560000000000002,17.02,17.71,22.08,20.93,17.94,17.48,17.48
758,2015-05-07,nike,19.09,18.4,19.55,18.86,19.78,19.78,17.48,17.48,16.560000000000002,17.02,17.71,22.08,20.93,17.94,17.48
764,2015-05-08,nike,19.55,19.09,18.4,19.55,18.86,19.78,19.78,17.48,17.48,16.560000000000002,17.02,17.71,22.08,20.93,17.94
770,2015-05-09,nike,21.39,19.55,19.09,18.4,19.55,18.86,19.78,19.78,17.48,17.48,16.560000000000002,17.02,17.71,22.08,20.93
776,2015-05-10,nike,22.08,21.39,19.55,19.09,18.4,19.55,18.86,19.78,19.78,17.48,17.48,16.560000000000002,17.02,17.71,22.08
782,2015-05-11,nike,19.44,22.08,21.39,19.55,19.09,18.4,19.55,18.86,19.78,19.78,17.48,17.48,16.560000000000002,17.02,17.71
788,2015-05-12,nike,19.68,19.44,22.08,21.39,19.55,19.09,18.4,19.55,18.86,19.78,19.78,17.48,17.48,16.560000000000002,17.02
794,2015-05-13,nike,21.12,19.68,19.44,22.08,21.39,19.55,19.09,18.4,19.55,18.86,19.78,19.78,17.48,17.48,16.560000000000002
800,2015-05-14,nike,19.92,21.12,19.68,19.44,22.08,21.39,19.55,19.09,18.4,19.55,18.86,19.78,19.78,17.48,17.48
806,2015-05-15,nike,20.64,19.92,21.12,19.68,19.44,22.08,21.39,19.55,19.09,18.4,19.55,18.86,19.78,19.78,17.48
812,2015-05-16,nike,23.04,20.64,19.92,21.12,19.68,19.44,22.08,21.39,19.55,19.09,18.4,19.55,18.86,19.78,19.78
818,2015-05-17,nike,23.28,23.04,20.64,19.92,21.12,19.68,19.44,22.08,21.39,19.55,19.09,18.4,19.55,18.86,19.78
824,2015-05-18,nike,19.44,23.28,23.04,20.64,19.92,21.12,19.68,19.44,22.08,21.39,19.55,19.09,18.4,19.55,18.86
830,2015-05-19,nike,20.64,19.44,23.28,23.04,20.64,19.92,21.12,19.68,19.44,22.08,21.39,19.55,19.09,18.4,19.55
836,2015-05-20,nike,18.96,20.64,19.44,23.28,23.04,20.64,19.92,21.12,19.68,19.44,22.08,21.39,19.55,19.09,18.4
842,2015-05-21,nike,19.92,18.96,20.64,19.44,23.28,23.04,20.64,19.92,21.12,19.68,19.44,22.08,21.39,19.55,19.09
848,2015-05-22,nike,19.68,19.92,18.96,20.64,19.44,23.28,23.04,20.64,19.92,21.12,19.68,19.44,22.08,21.39,19.55
854,2015-05-23,nike,24.0,19.68,19.92,18.96,20.64,19.44,23.28,23.04,20.64,19.92,21.12,19.68,19.44,22.08,21.39
860,2015-05-24,nike,22.540000000000006,24.0,19.68,19.92,18.96,20.64,19.44,23.28,23.04,20.64,19.92,21.12,19.68,19.44,22.08
866,2015-05-25,nike,22.31,22.540000000000006,24.0,19.68,19.92,18.96,20.64,19.44,23.28,23.04,20.64,19.92,21.12,19.68,19.44
872,2015-05-26,nike,18.630000000000006,22.31,22.540000000000006,24.0,19.68,19.92,18.96,20.64,19.44,23.28,23.04,20.64,19.92,21.12,19.68
878,2015-05-27,nike,17.71,18.630000000000006,22.31,22.540000000000006,24.0,19.68,19.92,18.96,20.64,19.44,23.28,23.04,20.64,19.92,21.12
884,2015-05-28,nike,18.4,17.71,18.630000000000006,22.31,22.540000000000006,24.0,19.68,19.92,18.96,20.64,19.44,23.28,23.04,20.64,19.92
890,2015-05-29,nike,18.630000000000006,18.4,17.71,18.630000000000006,22.31,22.540000000000006,24.0,19.68,19.92,18.96,20.64,19.44,23.28,23.04,20.64
896,2015-05-30,nike,21.62,18.630000000000006,18.4,17.71,18.630000000000006,22.31,22.540000000000006,24.0,19.68,19.92,18.96,20.64,19.44,23.28,23.04
902,2015-05-31,nike,21.62,21.62,18.630000000000006,18.4,17.71,18.630000000000006,22.31,22.540000000000006,24.0,19.68,19.92,18.96,20.64,19.44,23.28
908,2015-06-01,nike,19.32,21.62,21.62,18.630000000000006,18.4,17.71,18.630000000000006,22.31,22.540000000000006,24.0,19.68,19.92,18.96,20.64,19.44
914,2015-06-02,nike,19.09,19.32,21.62,21.62,18.630000000000006,18.4,17.71,18.630000000000006,22.31,22.540000000000006,24.0,19.68,19.92,18.96,20.64
920,2015-06-03,nike,18.86,19.09,19.32,21.62,21.62,18.630000000000006,18.4,17.71,18.630000000000006,22.31,22.540000000000006,24.0,19.68,19.92,18.96
926,2015-06-04,nike,18.630000000000006,18.86,19.09,19.32,21.62,21.62,18.630000000000006,18.4,17.71,18.630000000000006,22.31,22.540000000000006,24.0,19.68,19.92
932,2015-06-05,nike,18.630000000000006,18.630000000000006,18.86,19.09,19.32,21.62,21.62,18.630000000000006,18.4,17.71,18.630000000000006,22.31,22.540000000000006,24.0,19.68
938,2015-06-06,nike,19.78,18.630000000000006,18.630000000000006,18.86,19.09,19.32,21.62,21.62,18.630000000000006,18.4,17.71,18.630000000000006,22.31,22.540000000000006,24.0
944,2015-06-07,nike,20.46,19.78,18.630000000000006,18.630000000000006,18.86,19.09,19.32,21.62,21.62,18.630000000000006,18.4,17.71,18.630000000000006,22.31,22.540000000000006
950,2015-06-08,nike,18.04,20.46,19.78,18.630000000000006,18.630000000000006,18.86,19.09,19.32,21.62,21.62,18.630000000000006,18.4,17.71,18.630000000000006,22.31
956,2015-06-09,nike,17.38,18.04,20.46,19.78,18.630000000000006,18.630000000000006,18.86,19.09,19.32,21.62,21.62,18.630000000000006,18.4,17.71,18.630000000000006
962,2015-06-10,nike,17.16,17.38,18.04,20.46,19.78,18.630000000000006,18.630000000000006,18.86,19.09,19.32,21.62,21.62,18.630000000000006,18.4,17.71
968,2015-06-11,nike,18.04,17.16,17.38,18.04,20.46,19.78,18.630000000000006,18.630000000000006,18.86,19.09,19.32,21.62,21.62,18.630000000000006,18.4
974,2015-06-12,nike,17.16,18.04,17.16,17.38,18.04,20.46,19.78,18.630000000000006,18.630000000000006,18.86,19.09,19.32,21.62,21.62,18.630000000000006
980,2015-06-13,nike,19.36,17.16,18.04,17.16,17.38,18.04,20.46,19.78,18.630000000000006,18.630000000000006,18.86,19.09,19.32,21.62,21.62
986,2015-06-14,nike,20.9,19.36,17.16,18.04,17.16,17.38,18.04,20.46,19.78,18.630000000000006,18.630000000000006,18.86,19.09,19.32,21.62
992,2015-06-15,nike,17.16,20.9,19.36,17.16,18.04,17.16,17.38,18.04,20.46,19.78,18.630000000000006,18.630000000000006,18.86,19.09,19.32
998,2015-06-16,nike,16.72,17.16,20.9,19.36,17.16,18.04,17.16,17.38,18.04,20.46,19.78,18.630000000000006,18.630000000000006,18.86,19.09
1004,2015-06-17,nike,17.38,16.72,17.16,20.9,19.36,17.16,18.04,17.16,17.38,18.04,20.46,19.78,18.630000000000006,18.630000000000006,18.86
1010,2015-06-18,nike,17.82,17.38,16.72,17.16,20.9,19.36,17.16,18.04,17.16,17.38,18.04,20.46,19.78,18.630000000000006,18.630000000000006
1016,2015-06-19,nike,17.82,17.82,17.38,16.72,17.16,20.9,19.36,17.16,18.04,17.16,17.38,18.04,20.46,19.78,18.630000000000006
1022,2015-06-20,nike,21.12,17.82,17.82,17.38,16.72,17.16,20.9,19.36,17.16,18.04,17.16,17.38,18.04,20.46,19.78
1028,2015-06-21,nike,21.62,21.12,17.82,17.82,17.38,16.72,17.16,20.9,19.36,17.16,18.04,17.16,17.38,18.04,20.46
1034,2015-06-22,nike,19.09,21.62,21.12,17.82,17.82,17.38,16.72,17.16,20.9,19.36,17.16,18.04,17.16,17.38,18.04
1040,2015-06-23,nike,18.4,19.09,21.62,21.12,17.82,17.82,17.38,16.72,17.16,20.9,19.36,17.16,18.04,17.16,17.38
1046,2015-06-24,nike,18.86,18.4,19.09,21.62,21.12,17.82,17.82,17.38,16.72,17.16,20.9,19.36,17.16,18.04,17.16
1052,2015-06-25,nike,18.4,18.86,18.4,19.09,21.62,21.12,17.82,17.82,17.38,16.72,17.16,20.9,19.36,17.16,18.04
1058,2015-06-26,nike,18.86,18.4,18.86,18.4,19.09,21.62,21.12,17.82,17.82,17.38,16.72,17.16,20.9,19.36,17.16
1064,2015-06-27,nike,22.77,18.86,18.4,18.86,18.4,19.09,21.62,21.12,17.82,17.82,17.38,16.72,17.16,20.9,19.36
1070,2015-06-28,nike,24.0,22.77,18.86,18.4,18.86,18.4,19.09,21.62,21.12,17.82,17.82,17.38,16.72,17.16,20.9
1076,2015-06-29,nike,20.64,24.0,22.77,18.86,18.4,18.86,18.4,19.09,21.62,21.12,17.82,17.82,17.38,16.72,17.16
1082,2015-06-30,nike,20.64,20.64,24.0,22.77,18.86,18.4,18.86,18.4,19.09,21.62,21.12,17.82,17.82,17.38,16.72
1088,2015-07-01,nike,19.2,20.64,20.64,24.0,22.77,18.86,18.4,18.86,18.4,19.09,21.62,21.12,17.82,17.82,17.38
1094,2015-07-02,nike,18.48,19.2,20.64,20.64,24.0,22.77,18.86,18.4,18.86,18.4,19.09,21.62,21.12,17.82,17.82
1100,2015-07-03,nike,19.92,18.48,19.2,20.64,20.64,24.0,22.77,18.86,18.4,18.86,18.4,19.09,21.62,21.12,17.82
1106,2015-07-04,nike,20.16,19.92,18.48,19.2,20.64,20.64,24.0,22.77,18.86,18.4,18.86,18.4,19.09,21.62,21.12
1112,2015-07-05,nike,19.2,20.16,19.92,18.48,19.2,20.64,20.64,24.0,22.77,18.86,18.4,18.86,18.4,19.09,21.62
1118,2015-07-06,nike,18.96,19.2,20.16,19.92,18.48,19.2,20.64,20.64,24.0,22.77,18.86,18.4,18.86,18.4,19.09
1124,2015-07-07,nike,18.72,18.96,19.2,20.16,19.92,18.48,19.2,20.64,20.64,24.0,22.77,18.86,18.4,18.86,18.4
1130,2015-07-08,nike,18.96,18.72,18.96,19.2,20.16,19.92,18.48,19.2,20.64,20.64,24.0,22.77,18.86,18.4,18.86
1136,2015-07-09,nike,19.44,18.96,18.72,18.96,19.2,20.16,19.92,18.48,19.2,20.64,20.64,24.0,22.77,18.86,18.4
1142,2015-07-10,nike,18.72,19.44,18.96,18.72,18.96,19.2,20.16,19.92,18.48,19.2,20.64,20.64,24.0,22.77,18.86
1148,2015-07-11,nike,21.84,18.72,19.44,18.96,18.72,18.96,19.2,20.16,19.92,18.48,19.2,20.64,20.64,24.0,22.77
1154,2015-07-12,nike,23.0,21.84,18.72,19.44,18.96,18.72,18.96,19.2,20.16,19.92,18.48,19.2,20.64,20.64,24.0
1160,2015-07-13,nike,19.5,23.0,21.84,18.72,19.44,18.96,18.72,18.96,19.2,20.16,19.92,18.48,19.2,20.64,20.64
1166,2015-07-14,nike,19.75,19.5,23.0,21.84,18.72,19.44,18.96,18.72,18.96,19.2,20.16,19.92,18.48,19.2,20.64
1172,2015-07-15,nike,21.25,19.75,19.5,23.0,21.84,18.72,19.44,18.96,18.72,18.96,19.2,20.16,19.92,18.48,19.2
1178,2015-07-16,nike,21.5,21.25,19.75,19.5,23.0,21.84,18.72,19.44,18.96,18.72,18.96,19.2,20.16,19.92,18.48
1184,2015-07-17,nike,21.0,21.5,21.25,19.75,19.5,23.0,21.84,18.72,19.44,18.96,18.72,18.96,19.2,20.16,19.92
1190,2015-07-18,nike,24.0,21.0,21.5,21.25,19.75,19.5,23.0,21.84,18.72,19.44,18.96,18.72,18.96,19.2,20.16
1196,2015-07-19,nike,26.0,24.0,21.0,21.5,21.25,19.75,19.5,23.0,21.84,18.72,19.44,18.96,18.72,18.96,19.2
1202,2015-07-20,nike,21.58,26.0,24.0,21.0,21.5,21.25,19.75,19.5,23.0,21.84,18.72,19.44,18.96,18.72,18.96
1208,2015-07-21,nike,21.32,21.58,26.0,24.0,21.0,21.5,21.25,19.75,19.5,23.0,21.84,18.72,19.44,18.96,18.72
1214,2015-07-22,nike,21.58,21.32,21.58,26.0,24.0,21.0,21.5,21.25,19.75,19.5,23.0,21.84,18.72,19.44,18.96
1220,2015-07-23,nike,22.1,21.58,21.32,21.58,26.0,24.0,21.0,21.5,21.25,19.75,19.5,23.0,21.84,18.72,19.44
1226,2015-07-24,nike,22.1,22.1,21.58,21.32,21.58,26.0,24.0,21.0,21.5,21.25,19.75,19.5,23.0,21.84,18.72
1232,2015-07-25,nike,25.48,22.1,22.1,21.58,21.32,21.58,26.0,24.0,21.0,21.5,21.25,19.75,19.5,23.0,21.84
1238,2015-07-26,nike,25.48,25.48,22.1,22.1,21.58,21.32,21.58,26.0,24.0,21.0,21.5,21.25,19.75,19.5,23.0
1244,2015-07-27,nike,22.36,25.48,25.48,22.1,22.1,21.58,21.32,21.58,26.0,24.0,21.0,21.5,21.25,19.75,19.5
1250,2015-07-28,nike,22.880000000000006,22.36,25.48,25.48,22.1,22.1,21.58,21.32,21.58,26.0,24.0,21.0,21.5,21.25,19.75
1256,2015-07-29,nike,23.66,22.880000000000006,22.36,25.48,25.48,22.1,22.1,21.58,21.32,21.58,26.0,24.0,21.0,21.5,21.25
1262,2015-07-30,nike,21.58,23.66,22.880000000000006,22.36,25.48,25.48,22.1,22.1,21.58,21.32,21.58,26.0,24.0,21.0,21.5
1268,2015-07-31,nike,22.1,21.58,23.66,22.880000000000006,22.36,25.48,25.48,22.1,22.1,21.58,21.32,21.58,26.0,24.0,21.0
1274,2015-08-01,nike,21.32,22.1,21.58,23.66,22.880000000000006,22.36,25.48,25.48,22.1,22.1,21.58,21.32,21.58,26.0,24.0
1280,2015-08-02,nike,25.480000000000004,21.32,22.1,21.58,23.66,22.880000000000006,22.36,25.48,25.48,22.1,22.1,21.58,21.32,21.58,26.0
1286,2015-08-03,nike,22.680000000000003,25.480000000000004,21.32,22.1,21.58,23.66,22.880000000000006,22.36,25.48,25.48,22.1,22.1,21.58,21.32,21.58
1292,2015-08-04,nike,20.72,22.680000000000003,25.480000000000004,21.32,22.1,21.58,23.66,22.880000000000006,22.36,25.48,25.48,22.1,22.1,21.58,21.32
1298,2015-08-05,nike,22.4,20.72,22.680000000000003,25.480000000000004,21.32,22.1,21.58,23.66,22.880000000000006,22.36,25.48,25.48,22.1,22.1,21.58
1304,2015-08-06,nike,22.4,22.4,20.72,22.680000000000003,25.480000000000004,21.32,22.1,21.58,23.66,22.880000000000006,22.36,25.48,25.48,22.1,22.1
1310,2015-08-07,nike,22.4,22.4,22.4,20.72,22.680000000000003,25.480000000000004,21.32,22.1,21.58,23.66,22.880000000000006,22.36,25.48,25.48,22.1
1316,2015-08-08,nike,26.040000000000006,22.4,22.4,22.4,20.72,22.680000000000003,25.480000000000004,21.32,22.1,21.58,23.66,22.880000000000006,22.36,25.48,25.48
1322,2015-08-09,nike,30.0,26.040000000000006,22.4,22.4,22.4,20.72,22.680000000000003,25.480000000000004,21.32,22.1,21.58,23.66,22.880000000000006,22.36,25.48
1328,2015-08-10,nike,24.6,30.0,26.040000000000006,22.4,22.4,22.4,20.72,22.680000000000003,25.480000000000004,21.32,22.1,21.58,23.66,22.880000000000006,22.36
1334,2015-08-11,nike,24.9,24.6,30.0,26.040000000000006,22.4,22.4,22.4,20.72,22.680000000000003,25.480000000000004,21.32,22.1,21.58,23.66,22.880000000000006
1340,2015-08-12,nike,25.5,24.9,24.6,30.0,26.040000000000006,22.4,22.4,22.4,20.72,22.680000000000003,25.480000000000004,21.32,22.1,21.58,23.66
1346,2015-08-13,nike,24.9,25.5,24.9,24.6,30.0,26.040000000000006,22.4,22.4,22.4,20.72,22.680000000000003,25.480000000000004,21.32,22.1,21.58
1352,2015-08-14,nike,24.0,24.9,25.5,24.9,24.6,30.0,26.040000000000006,22.4,22.4,22.4,20.72,22.680000000000003,25.480000000000004,21.32,22.1
1358,2015-08-15,nike,28.2,24.0,24.9,25.5,24.9,24.6,30.0,26.040000000000006,22.4,22.4,22.4,20.72,22.680000000000003,25.480000000000004,21.32
1364,2015-08-16,nike,26.19,28.2,24.0,24.9,25.5,24.9,24.6,30.0,26.040000000000006,22.4,22.4,22.4,20.72,22.680000000000003,25.480000000000004
1370,2015-08-17,nike,21.06,26.19,28.2,24.0,24.9,25.5,24.9,24.6,30.0,26.040000000000006,22.4,22.4,22.4,20.72,22.680000000000003
1376,2015-08-18,nike,20.520000000000003,21.06,26.19,28.2,24.0,24.9,25.5,24.9,24.6,30.0,26.040000000000006,22.4,22.4,22.4,20.72
1382,2015-08-19,nike,20.25,20.520000000000003,21.06,26.19,28.2,24.0,24.9,25.5,24.9,24.6,30.0,26.040000000000006,22.4,22.4,22.4
1388,2015-08-20,nike,19.71,20.25,20.520000000000003,21.06,26.19,28.2,24.0,24.9,25.5,24.9,24.6,30.0,26.040000000000006,22.4,22.4
1394,2015-08-21,nike,20.25,19.71,20.25,20.520000000000003,21.06,26.19,28.2,24.0,24.9,25.5,24.9,24.6,30.0,26.040000000000006,22.4
1400,2015-08-22,nike,23.76,20.25,19.71,20.25,20.520000000000003,21.06,26.19,28.2,24.0,24.9,25.5,24.9,24.6,30.0,26.040000000000006
1406,2015-08-23,nike,24.5,23.76,20.25,19.71,20.25,20.520000000000003,21.06,26.19,28.2,24.0,24.9,25.5,24.9,24.6,30.0
1412,2015-08-24,nike,18.25,24.5,23.76,20.25,19.71,20.25,20.520000000000003,21.06,26.19,28.2,24.0,24.9,25.5,24.9,24.6
1418,2015-08-25,nike,18.25,18.25,24.5,23.76,20.25,19.71,20.25,20.520000000000003,21.06,26.19,28.2,24.0,24.9,25.5,24.9
1424,2015-08-26,nike,17.0,18.25,18.25,24.5,23.76,20.25,19.71,20.25,20.520000000000003,21.06,26.19,28.2,24.0,24.9,25.5
1430,2015-08-27,nike,18.5,17.0,18.25,18.25,24.5,23.76,20.25,19.71,20.25,20.520000000000003,21.06,26.19,28.2,24.0,24.9
1436,2015-08-28,nike,18.5,18.5,17.0,18.25,18.25,24.5,23.76,20.25,19.71,20.25,20.520000000000003,21.06,26.19,28.2,24.0
1442,2015-08-29,nike,20.5,18.5,18.5,17.0,18.25,18.25,24.5,23.76,20.25,19.71,20.25,20.520000000000003,21.06,26.19,28.2
1448,2015-08-30,nike,20.64,20.5,18.5,18.5,17.0,18.25,18.25,24.5,23.76,20.25,19.71,20.25,20.520000000000003,21.06,26.19
1454,2015-08-31,nike,16.32,20.64,20.5,18.5,18.5,17.0,18.25,18.25,24.5,23.76,20.25,19.71,20.25,20.520000000000003,21.06
1460,2015-09-01,nike,18.96,16.32,20.64,20.5,18.5,18.5,17.0,18.25,18.25,24.5,23.76,20.25,19.71,20.25,20.520000000000003
1466,2015-09-02,nike,18.48,18.96,16.32,20.64,20.5,18.5,18.5,17.0,18.25,18.25,24.5,23.76,20.25,19.71,20.25
1472,2015-09-03,nike,18.48,18.48,18.96,16.32,20.64,20.5,18.5,18.5,17.0,18.25,18.25,24.5,23.76,20.25,19.71
1478,2015-09-04,nike,19.92,18.48,18.48,18.96,16.32,20.64,20.5,18.5,18.5,17.0,18.25,18.25,24.5,23.76,20.25
1484,2015-09-05,nike,21.6,19.92,18.48,18.48,18.96,16.32,20.64,20.5,18.5,18.5,17.0,18.25,18.25,24.5,23.76
1490,2015-09-06,nike,23.0,21.6,19.92,18.48,18.48,18.96,16.32,20.64,20.5,18.5,18.5,17.0,18.25,18.25,24.5
1496,2015-09-07,nike,21.16,23.0,21.6,19.92,18.48,18.48,18.96,16.32,20.64,20.5,18.5,18.5,17.0,18.25,18.25
1502,2015-09-08,nike,16.560000000000002,21.16,23.0,21.6,19.92,18.48,18.48,18.96,16.32,20.64,20.5,18.5,18.5,17.0,18.25
1508,2015-09-09,nike,16.560000000000002,16.560000000000002,21.16,23.0,21.6,19.92,18.48,18.48,18.96,16.32,20.64,20.5,18.5,18.5,17.0
1514,2015-09-10,nike,16.560000000000002,16.560000000000002,16.560000000000002,21.16,23.0,21.6,19.92,18.48,18.48,18.96,16.32,20.64,20.5,18.5,18.5
1520,2015-09-11,nike,16.79,16.560000000000002,16.560000000000002,16.560000000000002,21.16,23.0,21.6,19.92,18.48,18.48,18.96,16.32,20.64,20.5,18.5
1526,2015-09-12,nike,20.7,16.79,16.560000000000002,16.560000000000002,16.560000000000002,21.16,23.0,21.6,19.92,18.48,18.48,18.96,16.32,20.64,20.5
1532,2015-09-13,nike,20.68,20.7,16.79,16.560000000000002,16.560000000000002,16.560000000000002,21.16,23.0,21.6,19.92,18.48,18.48,18.96,16.32,20.64
1538,2015-09-14,nike,16.94,20.68,20.7,16.79,16.560000000000002,16.560000000000002,16.560000000000002,21.16,23.0,21.6,19.92,18.48,18.48,18.96,16.32
1544,2015-09-15,nike,16.28,16.94,20.68,20.7,16.79,16.560000000000002,16.560000000000002,16.560000000000002,21.16,23.0,21.6,19.92,18.48,18.48,18.96
1550,2015-09-16,nike,14.96,16.28,16.94,20.68,20.7,16.79,16.560000000000002,16.560000000000002,16.560000000000002,21.16,23.0,21.6,19.92,18.48,18.48
1556,2015-09-17,nike,14.74,14.96,16.28,16.94,20.68,20.7,16.79,16.560000000000002,16.560000000000002,16.560000000000002,21.16,23.0,21.6,19.92,18.48
1562,2015-09-18,nike,15.4,14.74,14.96,16.28,16.94,20.68,20.7,16.79,16.560000000000002,16.560000000000002,16.560000000000002,21.16,23.0,21.6,19.92
1568,2015-09-19,nike,17.82,15.4,14.74,14.96,16.28,16.94,20.68,20.7,16.79,16.560000000000002,16.560000000000002,16.560000000000002,21.16,23.0,21.6
1574,2015-09-20,nike,18.04,17.82,15.4,14.74,14.96,16.28,16.94,20.68,20.7,16.79,16.560000000000002,16.560000000000002,16.560000000000002,21.16,23.0
1580,2015-09-21,nike,15.62,18.04,17.82,15.4,14.74,14.96,16.28,16.94,20.68,20.7,16.79,16.560000000000002,16.560000000000002,16.560000000000002,21.16
1586,2015-09-22,nike,15.4,15.62,18.04,17.82,15.4,14.74,14.96,16.28,16.94,20.68,20.7,16.79,16.560000000000002,16.560000000000002,16.560000000000002
1592,2015-09-23,nike,15.4,15.4,15.62,18.04,17.82,15.4,14.74,14.96,16.28,16.94,20.68,20.7,16.79,16.560000000000002,16.560000000000002
1598,2015-09-24,nike,15.4,15.4,15.4,15.62,18.04,17.82,15.4,14.74,14.96,16.28,16.94,20.68,20.7,16.79,16.560000000000002
1604,2015-09-25,nike,15.4,15.4,15.4,15.4,15.62,18.04,17.82,15.4,14.74,14.96,16.28,16.94,20.68,20.7,16.79
1610,2015-09-26,nike,18.26,15.4,15.4,15.4,15.4,15.62,18.04,17.82,15.4,14.74,14.96,16.28,16.94,20.68,20.7
1616,2015-09-27,nike,19.14,18.26,15.4,15.4,15.4,15.4,15.62,18.04,17.82,15.4,14.74,14.96,16.28,16.94,20.68
1622,2015-09-28,nike,15.62,19.14,18.26,15.4,15.4,15.4,15.4,15.62,18.04,17.82,15.4,14.74,14.96,16.28,16.94
1628,2015-09-29,nike,14.96,15.62,19.14,18.26,15.4,15.4,15.4,15.4,15.62,18.04,17.82,15.4,14.74,14.96,16.28
1634,2015-09-30,nike,15.62,14.96,15.62,19.14,18.26,15.4,15.4,15.4,15.4,15.62,18.04,17.82,15.4,14.74,14.96
1640,2015-10-01,nike,12.32,15.62,14.96,15.62,19.14,18.26,15.4,15.4,15.4,15.4,15.62,18.04,17.82,15.4,14.74
1646,2015-10-02,nike,13.42,12.32,15.62,14.96,15.62,19.14,18.26,15.4,15.4,15.4,15.4,15.62,18.04,17.82,15.4
1652,2015-10-03,nike,16.5,13.42,12.32,15.62,14.96,15.62,19.14,18.26,15.4,15.4,15.4,15.4,15.62,18.04,17.82
1658,2015-10-04,nike,16.79,16.5,13.42,12.32,15.62,14.96,15.62,19.14,18.26,15.4,15.4,15.4,15.4,15.62,18.04
1664,2015-10-05,nike,14.03,16.79,16.5,13.42,12.32,15.62,14.96,15.62,19.14,18.26,15.4,15.4,15.4,15.4,15.62
1670,2015-10-06,nike,13.57,14.03,16.79,16.5,13.42,12.32,15.62,14.96,15.62,19.14,18.26,15.4,15.4,15.4,15.4
1676,2015-10-07,nike,13.11,13.57,14.03,16.79,16.5,13.42,12.32,15.62,14.96,15.62,19.14,18.26,15.4,15.4,15.4
1682,2015-10-08,nike,13.11,13.11,13.57,14.03,16.79,16.5,13.42,12.32,15.62,14.96,15.62,19.14,18.26,15.4,15.4
1688,2015-10-09,nike,13.57,13.11,13.11,13.57,14.03,16.79,16.5,13.42,12.32,15.62,14.96,15.62,19.14,18.26,15.4
1694,2015-10-10,nike,15.41,13.57,13.11,13.11,13.57,14.03,16.79,16.5,13.42,12.32,15.62,14.96,15.62,19.14,18.26
1700,2015-10-11,nike,16.330000000000002,15.41,13.57,13.11,13.11,13.57,14.03,16.79,16.5,13.42,12.32,15.62,14.96,15.62,19.14
