,date,name,score,score_day_1,score_day_2,score_day_3,score_day_4,score_day_5,score_day_6,score_day_7,score_day_8,score_day_9,score_day_10,score_day_11,score_day_12,score_day_13,score_day_14
293,2016-07-15,amazon,0.36054421768707484,0.6025917926565875,0.5834970530451866,0.5770020533880903,0.6196581196581197,0.7224334600760456,0.7181467181467182,0.7103174603174603,0.6520210896309314,0.650375939849624,0.7633410672853829,0.7223264540337712,0.38461538461538464,0.6027164685908319,0.6580310880829016
294,2016-07-16,amazon,0.6201550387596899,0.36054421768707484,0.6025917926565875,0.5834970530451866,0.5770020533880903,0.6196581196581197,0.7224334600760456,0.7181467181467182,0.7103174603174603,0.6520210896309314,0.650375939849624,0.7633410672853829,0.7223264540337712,0.38461538461538464,0.6027164685908319
295,2016-07-17,amazon,0.7642857142857142,0.6201550387596899,0.36054421768707484,0.6025917926565875,0.5834970530451866,0.5770020533880903,0.6196581196581197,0.7224334600760456,0.7181467181467182,0.7103174603174603,0.6520210896309314,0.650375939849624,0.7633410672853829,0.7223264540337712,0.38461538461538464
341,2016-11-06,amazon,0.7352415026833632,0.7642857142857142,0.6201550387596899,0.36054421768707484,0.6025917926565875,0.5834970530451866,0.5770020533880903,0.6196581196581197,0.7224334600760456,0.7181467181467182,0.7103174603174603,0.6520210896309314,0.650375939849624,0.7633410672853829,0.7223264540337712
343,2016-11-07,amazon,0.7698412698412699,0.7352415026833632,0.7642857142857142,0.6201550387596899,0.36054421768707484,0.6025917926565875,0.5834970530451866,0.5770020533880903,0.6196581196581197,0.7224334600760456,0.7181467181467182,0.7103174603174603,0.6520210896309314,0.650375939849624,0.7633410672853829
345,2016-11-08,amazon,0.6981132075471698,0.7698412698412699,0.7352415026833632,0.7642857142857142,0.6201550387596899,0.36054421768707484,0.6025917926565875,0.5834970530451866,0.5770020533880903,0.6196581196581197,0.7224334600760456,0.7181467181467182,0.7103174603174603,0.6520210896309314,0.650375939849624
347,2016-11-09,amazon,0.6532846715328468,0.6981132075471698,0.7698412698412699,0.7352415026833632,0.7642857142857142,0.6201550387596899,0.36054421768707484,0.6025917926565875,0.5834970530451866,0.5770020533880903,0.6196581196581197,0.7224334600760456,0.7181467181467182,0.7103174603174603,0.6520210896309314
349,2016-11-10,amazon,0.6086956521739131,0.6532846715328468,0.6981132075471698,0.7698412698412699,0.7352415026833632,0.7642857142857142,0.6201550387596899,0.36054421768707484,0.6025917926565875,0.5834970530451866,0.5770020533880903,0.6196581196581197,0.7224334600760456,0.7181467181467182,0.7103174603174603
351,2016-11-11,amazon,0.6534653465346535,0.6086956521739131,0.6532846715328468,0.6981132075471698,0.7698412698412699,0.7352415026833632,0.7642857142857142,0.6201550387596899,0.36054421768707484,0.6025917926565875,0.5834970530451866,0.5770020533880903,0.6196581196581197,0.7224334600760456,0.7181467181467182
353,2016-11-12,amazon,0.8787878787878788,0.6534653465346535,0.6086956521739131,0.6532846715328468,0.6981132075471698,0.7698412698412699,0.7352415026833632,0.7642857142857142,0.6201550387596899,0.36054421768707484,0.6025917926565875,0.5834970530451866,0.5770020533880903,0.6196581196581197,0.7224334600760456
355,2016-11-13,amazon,0.5384615384615384,0.8787878787878788,0.6534653465346535,0.6086956521739131,0.6532846715328468,0.6981132075471698,0.7698412698412699,0.7352415026833632,0.7642857142857142,0.6201550387596899,0.36054421768707484,0.6025917926565875,0.5834970530451866,0.5770020533880903,0.6196581196581197
357,2016-11-14,amazon,1.0,0.5384615384615384,0.8787878787878788,0.6534653465346535,0.6086956521739131,0.6532846715328468,0.6981132075471698,0.7698412698412699,0.7352415026833632,0.7642857142857142,0.6201550387596899,0.36054421768707484,0.6025917926565875,0.5834970530451866,0.5770020533880903
358,2016-11-15,amazon,1.0,1.0,0.5384615384615384,0.8787878787878788,0.6534653465346535,0.6086956521739131,0.6532846715328468,0.6981132075471698,0.7698412698412699,0.7352415026833632,0.7642857142857142,0.6201550387596899,0.36054421768707484,0.6025917926565875,0.5834970530451866
359,2016-11-16,amazon,0.7777777777777778,1.0,1.0,0.5384615384615384,0.8787878787878788,0.6534653465346535,0.6086956521739131,0.6532846715328468,0.6981132075471698,0.7698412698412699,0.7352415026833632,0.7642857142857142,0.6201550387596899,0.36054421768707484,0.6025917926565875
360,2016-11-17,amazon,0.7142857142857143,0.7777777777777778,1.0,1.0,0.5384615384615384,0.8787878787878788,0.6534653465346535,0.6086956521739131,0.6532846715328468,0.6981132075471698,0.7698412698412699,0.7352415026833632,0.7642857142857142,0.6201550387596899,0.36054421768707484
361,2016-11-18,amazon,0.6923076923076923,0.7142857142857143,0.7777777777777778,1.0,1.0,0.5384615384615384,0.8787878787878788,0.6534653465346535,0.6086956521739131,0.6532846715328468,0.6981132075471698,0.7698412698412699,0.7352415026833632,0.7642857142857142,0.6201550387596899
362,2016-11-19,amazon,0.8,0.6923076923076923,0.7142857142857143,0.7777777777777778,1.0,1.0,0.5384615384615384,0.8787878787878788,0.6534653465346535,0.6086956521739131,0.6532846715328468,0.6981132075471698,0.7698412698412699,0.7352415026833632,0.7642857142857142
363,2016-11-20,amazon,1.0,0.8,0.6923076923076923,0.7142857142857143,0.7777777777777778,1.0,1.0,0.5384615384615384,0.8787878787878788,0.6534653465346535,0.6086956521739131,0.6532846715328468,0.6981132075471698,0.7698412698412699,0.7352415026833632
366,2016-11-21,amazon,0.7455830388692579,1.0,0.8,0.6923076923076923,0.7142857142857143,0.7777777777777778,1.0,1.0,0.5384615384615384,0.8787878787878788,0.6534653465346535,0.6086956521739131,0.6532846715328468,0.6981132075471698,0.7698412698412699
369,2016-11-22,amazon,0.5348837209302325,0.7455830388692579,1.0,0.8,0.6923076923076923,0.7142857142857143,0.7777777777777778,1.0,1.0,0.5384615384615384,0.8787878787878788,0.6534653465346535,0.6086956521739131,0.6532846715328468,0.6981132075471698
372,2016-11-23,amazon,0.5963302752293578,0.5348837209302325,0.7455830388692579,1.0,0.8,0.6923076923076923,0.7142857142857143,0.7777777777777778,1.0,1.0,0.5384615384615384,0.8787878787878788,0.6534653465346535,0.6086956521739131,0.6532846715328468
375,2016-11-24,amazon,0.6039933444259568,0.5963302752293578,0.5348837209302325,0.7455830388692579,1.0,0.8,0.6923076923076923,0.7142857142857143,0.7777777777777778,1.0,1.0,0.5384615384615384,0.8787878787878788,0.6534653465346535,0.6086956521739131
378,2016-11-25,amazon,0.5949367088607594,0.6039933444259568,0.5963302752293578,0.5348837209302325,0.7455830388692579,1.0,0.8,0.6923076923076923,0.7142857142857143,0.7777777777777778,1.0,1.0,0.5384615384615384,0.8787878787878788,0.6534653465346535
381,2016-11-26,amazon,0.8333333333333334,0.5949367088607594,0.6039933444259568,0.5963302752293578,0.5348837209302325,0.7455830388692579,1.0,0.8,0.6923076923076923,0.7142857142857143,0.7777777777777778,1.0,1.0,0.5384615384615384,0.8787878787878788
384,2016-11-27,amazon,0.7777777777777778,0.8333333333333334,0.5949367088607594,0.6039933444259568,0.5963302752293578,0.5348837209302325,0.7455830388692579,1.0,0.8,0.6923076923076923,0.7142857142857143,0.7777777777777778,1.0,1.0,0.5384615384615384
575,2017-07-09,amazon,0.627254509018036,0.7777777777777778,0.8333333333333334,0.5949367088607594,0.6039933444259568,0.5963302752293578,0.5348837209302325,0.7455830388692579,1.0,0.8,0.6923076923076923,0.7142857142857143,0.7777777777777778,1.0,1.0
577,2017-07-10,amazon,0.7296037296037297,0.627254509018036,0.7777777777777778,0.8333333333333334,0.5949367088607594,0.6039933444259568,0.5963302752293578,0.5348837209302325,0.7455830388692579,1.0,0.8,0.6923076923076923,0.7142857142857143,0.7777777777777778,1.0
578,2017-07-11,amazon,0.7777777777777778,0.7296037296037297,0.627254509018036,0.7777777777777778,0.8333333333333334,0.5949367088607594,0.6039933444259568,0.5963302752293578,0.5348837209302325,0.7455830388692579,1.0,0.8,0.6923076923076923,0.7142857142857143,0.7777777777777778
579,2017-07-12,amazon,1.0,0.7777777777777778,0.7296037296037297,0.627254509018036,0.7777777777777778,0.8333333333333334,0.5949367088607594,0.6039933444259568,0.5963302752293578,0.5348837209302325,0.7455830388692579,1.0,0.8,0.6923076923076923,0.7142857142857143
580,2017-07-13,amazon,1.0,1.0,0.7777777777777778,0.7296037296037297,0.627254509018036,0.7777777777777778,0.8333333333333334,0.5949367088607594,0.6039933444259568,0.5963302752293578,0.5348837209302325,0.7455830388692579,1.0,0.8,0.6923076923076923
581,2017-07-14,amazon,0.5555555555555556,1.0,1.0,0.7777777777777778,0.7296037296037297,0.627254509018036,0.7777777777777778,0.8333333333333334,0.5949367088607594,0.6039933444259568,0.5963302752293578,0.5348837209302325,0.7455830388692579,1.0,0.8
582,2017-07-15,amazon,0.8333333333333334,0.5555555555555556,1.0,1.0,0.7777777777777778,0.7296037296037297,0.627254509018036,0.7777777777777778,0.8333333333333334,0.5949367088607594,0.6039933444259568,0.5963302752293578,0.5348837209302325,0.7455830388692579,1.0
